,timeOnPage,maxDepth,scrollState,brightnessWeight,showHilbert,algorithm,selectedArtwork,loadStatus,showHilbertDetails,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,timeSect6,mobile,x,y
898,274698,8011.5,6,32,2,3,12.0,2,1,19420,31649,58457,35682,32706,42034,3098,0,8.5978985,1.0141599
899,51141,8099.0,6,0,0,1,4.0,2,0,545,1856,17255,2340,3712,16586,118,0,7.84928,2.0066204
900,70131,7438.0,6,14,2,5,6.0,2,2,4959,6823,7684,8301,19329,17738,0,0,10.293767,2.7896495
901,510468,10198.0,15,0,0,9,20.0,2,0,98793,37285,82220,10443,10443,112420,149483,0,6.145018,3.8087084
902,146763,10899.0,11,7,0,4,13.0,2,0,2794,17304,31165,32413,27852,17674,14094,0,9.208908,1.2382195
903,936706,11251.0,8,33,2,7,72.0,2,1,3860,42654,47218,45069,25365,50699,716004,0,3.1340292,6.492296
904,125532,11644.0,8,75,0,4,39.0,2,0,2665,15051,21583,7517,60582,10334,5334,0,11.327562,2.075281
905,28126,9770.0,10,0,0,1,0.0,1,0,5026,4060,824,5205,1405,253,548,0,5.483204,-0.42589936
906,137890,7900.0,7,52,0,6,108.0,1,0,11701,16232,40300,7483,29668,25766,0,0,9.332844,1.4793895
907,249704,11993.0,11,43,2,5,30.0,2,1,21176,33749,34478,32021,31891,58447,32733,0,8.049554,2.8784165
908,66130,6076.0,5,0,0,0,0.0,2,0,1229,3190,5793,2166,1169,0,0,0,2.823158,-0.82225585
909,3284505,12230.0,12,0,0,1,1.0,2,0,3256116,2462,1389,1998,1356,1424,3275,0,2.236325,-9.709795
910,354985,10458.0,8,43,0,1,17.0,1,0,130,20312,51859,187617,47537,27171,16934,0,11.187347,-0.77513766
911,859022,7763.0,5,5,0,1,2.0,1,0,854,1337,11666,18159,13191,807390,0,0,10.331934,7.7138753
912,3292535,11500.0,14,59,2,5,93.0,0,1,1370532,49272,75482,1515807,4317,172152,100990,0,10.115181,-0.91314286
913,3308,10553.0,6,0,0,0,0.0,0,0,0,0,0,0,70,30,2856,0,4.206542,-11.162687
914,4046,378.0,2,0,0,0,0.0,2,0,914,0,0,0,0,0,0,0,2.76,-3.043625
915,1166365,10064.0,8,54,2,1,1.0,2,2,94177,134394,139404,230238,2864,363100,185224,0,7.7270765,3.6784987
916,340329,6094.66650390625,6,31,2,1,24.0,2,2,36680,62442,120171,37649,68856,0,0,0,9.48064,-0.48056418
917,7323,499.0,1,0,0,0,22.0,1,0,5499,0,0,0,0,0,0,0,2.645677,-7.1497197
918,1905723,12472.0,19,94,0,25,169.0,2,0,20231,29821,58280,1298923,117520,88624,287649,0,11.96358,-1.2521086
919,47104,10202.0,11,15,0,4,0.0,2,0,577,3261,2126,2720,1519,5484,4566,0,4.649351,1.0470762
920,4354312,4125.91650390625,9,0,0,0,4.0,2,0,52910,4229532,3996,466,0,0,0,0,10.032696,-6.5055294
921,20622,7112.0,6,0,2,1,0.0,2,1,834,2583,4400,2201,6350,612,0,0,7.026142,0.55727834
922,380556,8945.0,13,0,0,3,10.0,0,0,79758,69409,106468,87647,5112,22936,2272,0,8.125521,-1.2733045
923,1709682,11045.0,18,0,0,8,11.0,2,0,1341149,289888,2378,2368,3416,10016,54255,0,3.94655,-7.04815
924,61827,7944.0,6,0,0,1,1.0,2,0,523,2476,400,400,699,54513,0,0,9.845982,7.4305477
925,85185,13127.0,6,24,4,8,227.0,2,3,3801,14272,12387,2934,610,11625,30598,0,5.0605197,3.8970616
926,1068109,14121.0,59,76,2,14,3.0,2,1,68050,21958,50969,21744,16898,216534,661836,0,4.3822503,6.2589655
927,35244,11708.0,11,0,0,3,0.0,2,0,4012,5344,5410,2243,2911,7042,5321,0,5.6040263,1.5834011
928,41142,8022.0,6,0,0,4,0.0,2,0,795,1349,1501,850,1300,3283,24620,0,3.4620287,5.11833
929,10055,7893.0,10,0,0,1,0.0,1,0,177,1423,314,283,361,1080,0,0,3.4008963,1.3871578
930,156783,10100.0,11,45,2,1,30.0,2,2,444,12766,6184,3021,67697,17362,36736,0,10.798523,2.8709822
931,20859,6508.0,6,0,0,1,0.0,2,0,2094,3913,3534,2443,2191,117,0,0,5.98147,-0.35332197
932,79315,7719.0,6,0,0,5,4.0,2,0,4236,5299,8036,20882,3134,33641,0,0,9.42514,3.903771
933,336576,11239.0,11,3,2,6,24.0,2,1,22081,46326,41130,13805,2131,50505,149887,0,5.142431,4.7353354
934,1484270,12572.0,11,75,2,7,17.0,2,1,759,5445,18886,8689,29419,10744,48845,0,0.7310509,0.44640863
935,187661,7962.0,6,13,0,4,1.0,2,0,773,24975,67921,18237,12979,18787,0,0,8.669801,-0.57215893
936,64085,10488.0,13,30,0,3,4.0,2,0,28639,5088,2993,3871,7017,6110,5719,0,3.8683765,-4.1390553
937,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,16.354998,16.088102
938,25157,2000.0,4,0,0,0,29.0,2,0,6525,12575,0,0,0,0,0,0,6.86409,-5.1701703
939,578280,7616.0,6,34,2,3,46.0,2,1,30254,47119,30317,30834,60594,53143,0,0,2.7744,0.26944777
940,12995,1600.0,3,0,0,0,5.0,2,0,2281,3030,0,0,0,0,0,0,4.943042,-3.1374855
941,9014,10990.0,8,0,0,1,16.0,1,0,315,667,506,163,1282,568,1433,0,2.4195285,2.150502
942,150129,11820.0,15,25,2,2,0.0,2,1,9652,19187,24952,7801,37956,28320,16421,0,9.5803385,2.4962046
943,55791,9359.0,6,0,0,1,7.0,2,0,133,1501,1053,857,1623,2088,2869,0,3.4021778,-0.05823246
944,13360,1879.0,2,0,0,0,2.0,2,0,978,5121,0,0,0,0,0,0,6.7845917,-3.868454
945,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,16.552675,16.597258
946,64731,11091.0146484375,6,0,0,7,25.0,2,0,1085,3614,9400,3736,2798,28568,5270,0,8.654353,5.004511
947,86511,11387.0,6,0,0,6,26.0,2,0,5021,6294,7950,4525,2037,41964,3791,0,9.120484,5.301521
948,30028,7349.0,5,0,0,1,0.0,1,0,162,1315,6138,9782,4550,1965,0,0,8.622745,-0.20666067
949,288104,6924.0,7,0,0,1,17.5,0,0,30547,85290,107308,38967,17482,709,0,0,8.361867,-1.9916202
950,54355,6399.0,5,20,0,0,0.0,2,0,15081,14498,12548,2850,3120,281,0,0,6.609894,-2.918493
951,225580,10197.0,14,77,2,6,6.0,0,1,5334,29436,20606,21456,66498,55436,21546,0,10.148789,2.9737213
952,556520,12709.0,11,124,0,3,28.0,2,0,35102,29364,50000,3102,59366,71000,262784,0,5.056513,5.616746
953,0,0.0,5,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,17.605822,-2.3642333
954,4988813,1333.0,2,0,0,0,1.0,2,0,603238,198557,0,0,0,0,0,0,1.8177974,-2.2429445
955,0,0.0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,17.543377,-2.222805
956,73213879,9550.0,6,60,0,5,4.0,2,0,707640,70696439,125594,146369,103441,289158,23250,0,10.210073,-6.456327
957,297125,11127.0,14,0,0,7,61.0,2,0,169453,19416,49417,1950,3524,35674,3219,0,3.4651265,-5.617702
958,2363242,12133.0,11,101,2,23,55.0,2,2,0,2558,5822,12179,28643,13698,2289563,0,1.5618587,6.622795
959,1063654,10799.0,12,46,0,6,351.0,2,0,437811,35807,55018,132208,65310,71156,254041,0,4.2307954,3.2523932
960,62587,7758.0,11,0,0,3,2.0,2,0,473,5014,1783,3317,1402,44503,0,0,9.513408,6.52251
961,35317,7624.0,6,0,0,5,0.0,2,0,5316,2930,3884,2253,1199,14412,0,0,8.4513,4.183385
962,17437,945.0,0,0,0,0,0.0,1,0,625,1635,0,0,0,0,0,0,2.6416671,-1.5233554
963,50310,13908.0,21,0,0,7,6.0,2,0,2078,1856,2684,4424,1927,3132,29805,0,3.499376,4.7772155
964,112961,12903.0,11,0,0,1,0.0,2,0,1685,10302,43535,4834,2149,1522,5085,0,8.394226,-1.131814
965,314358,12091.0,11,12,0,3,9.0,2,0,10477,8138,13262,2468,35444,13314,228331,0,3.2568932,6.492324
966,323219,6062.0,4,0,0,0,2.0,1,0,566,115595,3663,3166,977,0,0,0,7.2556434,-3.842126
967,9841,4999.0,4,0,0,0,0.0,2,0,2270,1231,1369,1723,0,0,0,0,4.8430634,-0.3702832
968,248010,10455.0,6,0,0,4,35.0,2,0,868,2407,11601,4605,920,16970,2501,0,1.8947428,0.22875445
969,44787179,10025.0,8,0,0,1,1.0,0,0,0,0,330,128,49,106,19569213,0,4.2834954,5.3993974
970,2191805,2461.60009765625,5,0,0,0,0.0,2,0,984,2802,461,0,0,0,0,0,-0.7962785,0.011703108
971,20155,11249.0,6,0,0,1,6.0,2,0,2818,1502,2166,1233,2935,933,3070,0,3.981172,1.607937
972,0,0.0,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,16.452173,16.119732
973,14318635,11584.0,21,0,0,1,0.0,2,0,11435618,4895,13931,91824,3442,1175,1489,0,2.9171796,-7.5591745
974,66923,7802.0,6,12,2,3,0.0,2,1,1997,7905,16156,3179,14243,12269,0,0,9.468609,1.6062533
975,255841,7820.0,6,106,0,5,0.0,2,0,12447,26837,22214,116043,38808,33320,0,0,10.943277,-0.4777786
976,334669,6857.0,6,0,0,1,0.0,2,0,0,29427,22734,9355,7076,1627,0,0,2.4183984,-0.7748874
977,105658,10962.1337890625,19,106,0,8,6.0,2,0,8216,6483,11212,5311,13864,41755,5457,0,9.242848,4.4516673
978,19798,6481.0,7,0,0,1,24.0,1,0,6347,5271,2668,2575,649,64,0,0,5.396363,-2.6647165
979,69435,10974.0,11,0,0,1,0.0,2,0,855,1286,1818,1628,1431,1386,7821,0,3.0608962,0.39031535
980,45009,11430.0,16,42,0,1,0.0,2,0,14392,1244,3076,1440,10138,3040,2894,0,4.7988577,-2.2090623
981,19443,11781.0,6,0,0,1,1.0,2,0,723,702,3324,3139,1204,2628,3878,0,4.073928,1.7833045
982,96082,7755.0,6,0,0,7,0.0,2,0,216,6183,10469,8524,16366,51119,0,0,9.950674,5.0100117
983,11499,11135.0,11,0,0,1,0.0,2,0,147,443,341,195,1589,0,6611,0,2.4700148,3.176503
984,46888,10492.0,7,0,0,1,31.0,2,0,4926,5722,4483,6117,3062,12242,5143,0,6.707965,2.5995002
985,80290,11525.0,9,0,0,1,0.0,2,0,19772,2922,375,378,349,406,985,0,3.2846446,-3.065453
986,524153,12255.0,11,70,2,9,124.0,2,1,38423,45070,82805,11673,8331,29458,292714,0,4.284569,5.6137643
987,121598,13582.0,11,0,0,5,8.0,2,0,695,2152,3421,1698,1860,1788,13186,0,2.5861483,0.35281822
988,71764,10875.0,11,0,0,1,0.0,2,0,20582,3811,4299,2457,3366,5690,8605,0,3.8701787,-2.9090774
989,37239,12339.0,15,0,0,1,0.0,2,0,7584,4612,1884,3820,144,1045,12326,0,4.5465384,2.6228228
990,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,16.44696,16.199266
991,343109,12016.0,7,339,2,3,55.0,2,2,26617,54601,36917,42552,37583,110085,30934,0,8.569684,3.386036
992,52946,11514.0,10,18,4,5,5.0,1,3,3171,2998,11084,3676,4856,12351,9096,0,6.5642953,2.2076843
993,64822,3730.0,5,0,0,0,6.0,2,0,201,1554,338,551,0,0,0,0,1.839671,-1.0350538
994,237747,8402.0,8,16,2,5,39.0,2,1,19293,25552,15484,30585,57519,22023,28831,0,9.004581,2.4541
995,187162,3500.0,5,0,0,0,1.0,2,0,141574,3882,35470,0,0,0,0,0,3.134128,-6.9611926
996,30913,11135.0,11,0,0,1,0.0,2,0,2979,3479,3631,2799,2249,3002,3499,0,5.0624347,1.1962669
997,87127470,4386.0,8,0,0,0,8.0,2,0,3073,85286124,7976,2829,0,0,0,0,10.324159,-6.6220026
998,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.223548,0.4669228
999,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.469429,0.8363667
1000,169264,12683.0,15,232,2,3,5.0,2,1,3685,5284,17572,10546,44131,5646,71172,0,5.5863724,5.0037966
1001,16358,3192.0,5,0,0,0,0.0,2,0,3320,3416,1232,0,0,0,0,0,5.0437436,-2.693498
1002,28473128,12867.0,22,57,2,20,109.0,0,1,16292,21302343,150298,118979,7424,255022,6575477,0,9.374032,-5.503758
1003,162104,11350.0,7,0,0,0,2.0,0,0,0,8016,936,1383,2200,683,148762,0,1.9252193,6.194608
1004,1750556,13887.0,15,74,0,5,13.0,2,0,1465187,20970,25627,1369,24400,28622,171686,0,3.1070864,-8.125132
1005,148394,1596.0,3,0,0,0,12.0,2,0,1131,3462,0,0,0,0,0,0,0.56124383,-1.0773971
1006,239827,12600.0,14,16,2,3,17.0,1,1,33918,36805,30214,31433,1501,33596,65531,0,5.931717,3.4591122
1007,371466,10716.0,8,23,2,5,17.0,2,1,38644,29216,38036,108547,27267,18763,8908,0,9.48462,-0.41453803
1008,502093,7775.5,6,45,0,7,2.0,2,0,43726,31090,33075,46095,43879,83602,0,0,3.3997777,0.7626998
1009,281984,9555.0,11,0,0,1,54.0,1,0,85211,47407,4515,3468,31972,3451,104714,0,4.736383,3.9617264
1010,105021,11600.0,11,0,0,5,7.0,2,0,1224,4448,6559,7363,5014,15245,58467,0,4.569918,5.712903
1011,12509,157.0,1,0,0,0,0.0,2,0,3304,0,0,0,0,0,0,0,2.3683548,-3.5312946
1012,20756,3060.0,3,0,0,0,18.0,2,0,524,9184,823,0,0,0,0,0,7.3061223,-3.963401
1013,8755,400.0,3,0,0,0,0.0,2,0,2757,0,0,0,0,0,0,0,2.8025043,-3.698424
1014,690512,8201.0,6,51,2,7,11.0,2,1,11558,356090,49853,128323,73585,21453,15082,0,8.408517,-3.399779
1015,2662227,13454.0,31,6,2,6,39.0,2,1,481720,24978,36894,1872826,103069,22048,111260,0,11.972999,-1.3273257
1016,134449,2807.0,3,0,0,0,0.0,2,0,132,3054,503,0,0,0,0,0,0.7738062,-0.95499665
1017,254389,10800.0,13,15,0,8,25.0,2,0,8686,8719,30528,8600,1918,159501,32227,0,9.448877,6.2876735
1018,1041683,12274.0,13,56,2,4,43.0,2,2,11319,28851,45059,41241,59508,101995,48291,0,2.424472,0.6850173
1019,84580,1920.0,3,0,0,0,5.0,2,0,1655,3466,0,0,0,0,0,0,1.0596833,-1.2503778
1020,220226,6629.0,6,20,0,1,11.0,2,0,1197,8628,28413,22908,37413,573,0,0,3.191412,0.17090392
1021,50887,12026.0,19,0,0,1,1.0,1,0,634,2350,2121,1980,31379,3416,7168,0,11.884939,2.5252678
1022,21956,2849.0,5,0,0,0,0.0,2,0,1966,10102,1279,0,0,0,0,0,7.3299766,-4.0339475
1023,13901,1920.0,1,0,0,0,1.0,1,0,4889,3153,0,0,0,0,0,0,4.8272753,-4.1366835
1024,2444703,7051.111328125,6,0,0,1,0.0,2,0,600,1919,2031,4184,5517,1316,0,0,-0.31550193,0.24982166
1025,2939,10221.111328125,6,0,0,0,0.0,0,0,0,0,0,233,433,453,1756,0,4.1386356,-11.197966
1026,3890,700.0,3,0,0,0,3.0,2,0,1772,200,0,0,0,0,0,0,3.5361683,-4.490275
1027,29590,8427.0,6,0,0,1,0.0,2,0,1295,4448,4699,3161,2313,3055,408,0,6.057438,0.31377167
1028,23798,5562.0,7,0,0,0,4.0,2,0,2323,5370,3809,1878,883,0,0,0,6.1659093,-1.4174852
1029,111684,12561.0,12,0,0,6,25.0,2,0,7919,13514,23693,2129,4068,2437,44718,0,4.9354053,4.323057
1030,135395175,10334.400390625,19,35,2,5,8.0,2,1,14701,16719,18343,34125,92877905,47419,25130,0,12.7025385,2.5840967
1031,102255,694.0,2,0,0,0,0.0,2,0,92532,916,0,0,0,0,0,0,3.0677946,-8.5609255
1032,94392,4579.0,6,0,0,0,33.0,2,0,4262,41253,41316,4206,0,0,0,0,8.527097,-2.917193
1033,639807,11531.0,13,0,0,6,7.0,2,0,8635,23170,29788,527375,1265,30721,10636,0,12.49308,-1.5140226
1034,129595,9799.2001953125,11,0,0,7,19.0,2,0,14989,14204,13410,5324,2136,65410,7270,0,9.324081,5.1931067
1035,1062860,7600.0,6,35,0,9,42.0,2,0,20256,71540,31525,381870,47047,505155,0,0,9.435741,3.6380098
1036,55735,646.0,2,0,0,0,0.0,2,0,25029,1219,0,0,0,0,0,0,3.1430914,-4.764674
1037,215629,3494.0,4,0,0,0,2.0,2,0,317,266,402,0,0,0,0,0,0.3484846,-0.6297599
1038,24508,6454.0,6,0,0,1,0.0,2,0,7153,6306,1718,767,3494,42,0,0,5.3588705,-3.1150534
1039,24009,12291.0,8,0,0,1,0.0,2,0,740,7301,919,2158,1299,1553,2617,0,4.7237763,-0.13608085
1040,268666,7026.0,8,0,0,1,0.0,2,0,3892,1172,1153,1159,1355,43,0,0,0.8363748,-1.1213005
1041,29960,4162.0,7,0,0,0,6.0,2,0,750,3972,3718,459,0,0,0,0,4.2474074,-1.1702942
1042,177978,11044.0,11,11,0,7,77.0,2,0,17295,9426,56462,8605,9932,17720,48797,0,6.1924343,2.686178
1043,137209,9163.2001953125,11,0,0,1,7.0,2,0,3018,2123,3036,1102,1504,14308,3563,0,2.1486712,0.4151462
1044,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.105477,0.67154825
1045,19533,11044.0,13,0,0,1,13.0,2,0,4558,2767,1078,867,1559,496,5076,0,3.9009285,2.0717227
1046,400271,6812.0,6,77,2,1,0.0,2,1,24020,59896,65461,81010,161700,568,0,0,11.104662,1.2859235
1047,1409052,12735.0,13,233,2,3,43.0,2,1,609230,40821,93109,9394,3722,499859,105065,0,3.3864892,-4.969733
1048,106775,6903.2001953125,6,51,0,3,12.0,2,0,10140,20848,29283,5251,19254,9064,0,0,8.7822275,0.16684267
1049,23210,6678.0,5,0,0,1,0.0,1,0,0,4939,4189,6028,3015,301,0,0,7.0123544,-0.40143538
1050,309328,10696.0,11,0,0,1,2.0,2,0,62049,12762,33243,49174,5351,52349,4777,0,7.6940007,1.2851484
1051,160262,11236.0,11,0,0,4,34.5,2,0,12117,23817,30734,18433,3600,16318,24499,0,6.888279,2.0364583
1052,286137,10920.0,7,11,0,4,47.5,2,0,18678,29662,61138,29075,13047,20457,32891,0,6.9205685,1.4025913
1053,11648,10948.0,12,0,0,1,0.0,2,0,97,67,44,110,0,94,5101,0,2.5793142,3.0145879
1054,1097157,7300.0,6,64,2,6,59.0,2,2,47694,41155,85050,95752,115972,57879,0,0,2.902811,0.047207598
1055,123736,8532.0,6,0,0,3,0.0,2,0,11170,12175,23796,16856,6567,11939,36290,0,5.784775,3.551872
1056,3179201,10412.0,11,24,0,4,15.0,2,0,36206,31934,33571,39217,37804,76009,2421,0,0.77939546,0.37286946
1057,0,0.0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,16.57352,16.267485
1058,1252257,6360.0,8,48,0,1,27.0,2,0,1077526,38484,58402,31805,36650,151,0,0,3.1337495,-8.21656
1059,216577,6359.0,6,0,0,1,11.0,2,0,44330,44175,93078,9616,19902,326,0,0,8.355322,-2.3832495
1060,27462,6810.0,5,0,0,1,0.0,0,0,1843,4365,4491,3082,1034,199,0,0,6.1168237,-0.6346501
1061,28613,11244.0,11,0,0,1,0.0,2,0,1279,2120,3195,4509,1869,3084,6201,0,4.7656746,2.0346332
1062,104029,4093.0,4,0,0,0,17.0,2,0,19510,28351,42211,883,0,0,0,0,8.1981535,-2.7230337
1063,678705,9639.0,11,54,0,3,0.0,2,0,4169,2583,8713,8404,15753,12406,7611,0,0.76303905,0.3006681
1064,25266,900.0,2,0,0,0,0.0,2,0,15307,665,0,0,0,0,0,0,2.7940462,-5.893187
1065,10654340,12240.0,25,36,2,4,4.5,2,1,689696,31840,143868,33030,65942,4788,9665934,0,1.8627051,6.521567
1066,1815276,10450.0,1,0,0,0,0.0,0,0,0,0,0,0,324,1108,1272,0,-0.37401876,-0.100145705
1067,123408,11749.0,10,257,0,3,0.0,0,0,40825,9084,20954,5138,23254,13423,7237,0,7.2863545,0.2305165
1068,52166252,11007.0,44,159,1,1,209.0,2,1,51434829,197175,79233,88767,142381,5206,130267,0,2.3628805,-9.745118
1069,18073383,11535.0,8,0,0,1,0.0,2,0,197,1798,2428,1386,2083,416,6904,0,-0.7252924,0.37762183
1070,338363,9539.0,7,35,0,11,192.0,1,0,26194,47465,62337,39693,68935,83086,3653,0,9.556305,2.1583078
1071,158924,7616.0,6,39,2,3,0.0,2,1,4901,17182,39801,41875,27540,21025,0,0,9.757554,0.42553526
1072,1933311,7972.0,9,171,2,9,0.0,2,1,1618936,66723,26340,35920,56313,127953,0,0,3.1192517,-8.008395
1073,98849,10784.0,21,116,0,4,0.0,2,0,28167,18290,6837,4387,11573,13304,11348,0,5.429477,-1.6761825
1074,59597,10508.6669921875,11,0,0,1,0.0,2,0,9009,5695,6771,4034,2811,6640,6551,0,5.8172994,1.3517628
1075,186710,7570.0,6,0,0,4,0.0,2,0,6418,14702,21336,3019,12319,8817,0,0,2.8460097,-0.30123243
1076,272091,11763.0,13,22,0,10,46.0,2,0,2620,33176,27060,30568,30119,13126,132961,0,4.6850376,5.321811
1077,37948,12347.0,6,0,0,13,8.0,2,0,845,1951,1714,2602,931,16191,8260,0,7.43628,5.077074
1078,5715628,10199.2001953125,6,11,2,3,6.0,2,1,15924,21100,22080,24182,25895,25514,4500,0,-0.012845816,0.36204678
1079,94869,9800.0,11,0,2,1,0.0,2,1,1033,16616,14536,14649,12585,8334,14334,0,7.3147674,2.1334958
1080,67653,8280.0,11,0,0,1,2.0,2,0,4063,4886,6431,3466,2487,14448,0,0,5.657771,1.7865003
1081,32954,9999.0,7,0,0,10,42.0,1,0,809,2769,4820,2270,856,15447,1690,0,8.286728,5.138086
1082,42339,6935.0,6,0,0,1,0.0,2,0,3051,4984,8050,5834,2050,100,0,0,7.0041904,-0.56113625
1083,114862,11498.0,6,27,0,13,124.0,2,0,160,1214,13814,4282,15951,53765,3803,0,9.646988,4.9479713
1084,426865,12215.0,19,30,2,1,5.0,2,2,35269,27564,17475,8013,5718,40655,281561,0,3.6407182,6.0423303
1085,19987,5462.0,9,0,0,0,17.0,2,0,1584,8201,4562,1117,1120,0,0,0,6.7974644,-2.4624531
1086,111358,4401.0,7,0,0,0,9.0,2,0,4234,44665,58002,686,0,0,0,0,8.9782295,-2.8118148
1087,148539,8216.0,8,18,0,11,15.0,2,0,28484,12254,8946,3320,1746,16536,16848,0,5.692572,1.8052113
1088,449449,4156.0,6,0,0,0,0.0,2,0,21943,193712,119184,661,0,0,0,0,7.9491553,-2.9919202
1089,10853209,10582.0,15,64,0,6,99.0,2,0,168,1861,5610,306387,61325,10097379,88299,0,10.229527,7.8091974
1090,548813,7900.0,6,0,0,1,0.0,2,0,134,2167,8050,1691,2902,936,0,0,0.5449724,-0.32502538
1091,527578,8525.0,6,168,2,3,62.0,2,1,24355,43199,74596,33404,2871,144344,54896,0,7.7366037,3.488492
1092,10519,12456.0,5,0,0,3,0.0,2,0,114,1192,174,47,0,0,6571,0,2.1978369,3.0363104
1093,822947,10558.400390625,13,57,2,3,168.0,2,1,93555,69297,94244,62273,242887,120892,126355,0,9.457004,2.661933
1094,2991929,11799.0,16,0,0,4,26.0,2,0,2485002,10650,12423,13287,5763,15601,56844,0,3.069042,-7.883872
1095,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,12.260477,0.506022
1096,71609,11091.0,27,36,2,1,0.0,2,1,9270,7906,11241,2816,10449,4109,3416,0,6.5915837,0.4166711
1097,130791,9500.0,11,0,0,1,4.0,2,0,74127,2066,4001,4016,3053,9766,22768,0,2.9713845,-5.265098
1098,183664,7107.0,20,31,0,1,46.0,1,0,3283,15505,22585,32643,107479,819,0,0,11.93924,2.04439
1099,11448961,4459.0,4,0,0,0,6.0,2,0,1306,5271,11432779,1803,0,0,0,0,11.151584,-3.3561308
1100,19685,4084.0,9,0,0,0,0.0,2,0,166,1566,1402,199,0,0,0,0,4.0299463,-0.5918881
1101,35356,12171.0,10,0,0,1,0.0,1,0,695,4299,8160,6120,2995,4195,8202,0,5.3574953,1.8654319
1102,12272,1528.800048828125,1,0,0,0,0.5,0,0,897,2065,0,0,0,0,0,0,3.917519,-2.08218
1103,23564,7070.0,8,0,0,1,14.0,2,0,5544,2219,86,3875,660,6836,0,0,6.323931,1.4251547
1104,17582,2600.0,5,0,0,0,2.5,2,0,441,6651,598,0,0,0,0,0,6.908489,-3.7350516
1105,46032,6412.0,6,0,0,1,0.0,2,0,19720,10339,5196,6680,3269,797,0,0,5.229221,-4.2054205
1106,686668,7878.0,6,284,4,7,0.0,2,3,29760,60555,51587,79722,114319,342152,0,0,9.9997425,4.7019787
1107,1502,9880.0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1436,0,4.109157,-11.539582
1108,18960,3164.0,4,0,0,0,0.0,1,0,1801,2994,3239,0,0,0,0,0,5.863158,-1.6108555
1109,3381172,11134.0,8,0,0,18,0.0,2,0,9058,6442,4594,2256,1460,3318868,32158,0,10.326093,8.156068
1110,17201,3469.0,5,0,0,0,1.0,2,0,3405,3108,4996,0,0,0,0,0,6.679136,-1.9855025
1111,454777,7200.0,5,11,0,5,30.0,1,0,2194,8289,11667,385361,20051,24504,0,0,12.435799,-1.4667945
1112,127590,12140.8837890625,6,0,0,1,14.0,2,0,799,17370,6739,3167,1969,2370,11081,0,2.5065053,-0.12930438
1113,431637,11513.0,13,0,0,1,48.0,2,0,65832,7693,15790,5435,4144,16188,11783,0,2.1050959,-2.440258
1114,534469,11840.0,11,5,2,13,0.0,0,1,23624,32638,51590,58045,147528,106854,109595,0,9.235756,3.243436
1115,88027,10823.0,11,0,0,7,2.0,2,0,256,2561,6557,541,4291,64823,2769,0,9.65886,6.63873
1116,253349,7719.0,12,0,0,1,0.0,2,0,924,43187,80682,48867,17434,33329,0,0,8.987541,-0.1795915
1117,9082,1600.0,3,0,0,0,5.0,2,0,361,1405,0,0,0,0,0,0,4.0558977,-1.8008037
1118,39760,7392.0,6,0,0,1,20.0,2,0,4165,16555,4184,3287,2836,992,0,0,7.2339644,-2.9475014
1119,1218427,11090.0,13,18,2,3,4.0,2,2,4866,22131,7557,3867,6029,18934,66474,0,1.0222746,0.5852852
1120,163334,7275.0,7,23,0,1,7.0,2,0,26970,27341,48029,23132,13083,16052,0,0,8.214998,-0.6556067
1121,80310,12411.0,11,38,0,9,0.0,2,0,950,2623,11309,2919,3289,23601,20992,0,6.9027023,4.571003
1122,319944,7591.0,12,164,2,15,22.0,2,1,2867,19561,33242,87991,115368,55117,0,0,10.549704,1.46539
1123,50418,5473.0,7,3,0,0,4.0,1,0,0,3447,39922,2184,148,0,0,0,10.516952,-3.0245135
1124,10934,6304.0,7,0,0,0,0.0,1,0,250,1783,1387,1866,417,584,0,0,4.530221,0.50556004
1125,437154,8300.0,6,113,2,5,32.0,2,2,40154,37888,39819,51917,20225,132627,69810,0,7.7166266,3.8458595
1126,185915,1000.0,2,0,0,0,0.0,2,0,94423,207,0,0,0,0,0,0,2.9658635,-5.0411005
1127,1090407,432.0,3,0,0,0,1.0,2,0,3255,0,0,0,0,0,0,0,-0.8826443,-0.2532082
1128,90131,2667.0,4,0,0,0,13.0,2,0,5984,19320,1693,0,0,0,0,0,3.9750814,-2.076692
1129,385935,3875.0,4,0,0,0,0.0,2,0,2257,3009,24430,96,0,0,0,0,1.231847,-0.42655566
1130,39173,6810.0,6,0,0,1,5.0,2,0,4516,5818,14468,4150,2084,1116,0,0,7.7599783,-1.3576531
