,timeOnPage,userAgent,maxDepth,step,demoNumOn,beatNumThreeFour,beatNumSixEight,beatNumDefault,beatHoverThree,beatHoverSix,emphasizeThreeFour,emphasizeSixEight,threeFourOn,sixEightOn,playLinear,altThree,altSix,exampleSix,exampleThree,altSix.1,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,x,y
2607,3018,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2794.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,149,150,2517,0,0,0.831625759601593,6.312427043914795
2608,57104,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2964.0,5,0,70,40,11,8,4,16,10,16,10,0,2,2,6,8,2,188,6151,32053,17635,32,0,-4.93208122253418,-2.206878423690796
2609,135852,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3085.0,6,0,176,102,12,6,0,13,12,13,12,0,1,0,6,2,0,47074,801,27429,35635,10889,0,2.2870166301727295,-2.5365638732910156
2610,120200,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3274.0,6,0,111,85,15,2,2,10,15,10,15,0,0,0,2,2,0,1049,40959,17237,34091,1117,0,-0.03130016475915909,-1.2217512130737305
2611,18511,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 Safari/537.36",3332.0,18,0,6,1,0,0,0,4,2,4,2,0,0,0,0,0,0,457,413,554,3884,2083,0,-2.400160312652588,2.730393648147583
2612,49198,"Mozilla/5.0 (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko) Raspbian Chromium/65.0.3325.181 Chrome/65.0.3325.181 Safari/537.36",847.0,2,0,22,17,2,0,0,6,8,6,8,0,0,0,0,0,0,764,1726,0,0,0,0,-3.9515018463134766,6.045276641845703
2613,51598,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2418.888916015625,6,0,29,13,0,0,0,6,2,6,2,0,0,0,0,0,0,29096,11246,6993,985,0,0,3.07330322265625,4.0507426261901855
2614,11172,Mozilla/5.0 (X11; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0,1302.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1740,5690,122,0,0,0,3.0190482139587402,2.258013963699341
2615,0,Mozilla/5.0 (X11; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2293198108673096,1.8701491355895996
2616,0,Mozilla/5.0 (X11; Linux x86_64; rv:63.0) Gecko/20100101 Firefox/63.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5292437076568604,1.7631611824035645
2617,77242,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:62.0) Gecko/20100101 Firefox/62.0,3432.0,7,0,96,59,7,8,4,18,20,18,20,0,1,0,2,2,0,3802,20342,21780,20542,418,68,-1.6991795301437378,-1.4344089031219482
2618,6806,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",810.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,868,0,0,0,0,-1.669520616531372,4.665860652923584
2619,167427,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_2) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3382.0,7,0,155,107,0,4,4,16,10,16,10,0,1,1,2,2,1,32185,34847,26504,36962,1101,0,1.3050782680511475,-1.3873646259307861
2620,6295,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",451.0,2,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,833,131,0,0,0,0,-1.2772955894470215,6.709269046783447
2621,128025,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3464.0,5,0,135,64,7,4,10,10,16,10,16,0,1,1,2,2,1,31843,12184,39043,41483,1558,52,0.9051233530044556,-3.0493218898773193
2622,87250,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3200.0,5,0,44,40,0,0,0,6,10,6,10,0,0,0,0,0,0,530,17201,9643,1619,896,0,-1.5159409046173096,3.1153178215026855
2623,3813,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,1810.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,951,1135,0,0,0,0.0725029781460762,4.366128444671631
2624,120984,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,2966.0,5,0,168,64,0,4,2,16,16,16,16,0,1,0,6,4,0,2032,32300,23551,30650,18733,0,-1.1030884981155396,-1.5281678438186646
2625,522740,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,3364.0,6,0,162,66,13,4,2,10,8,10,8,0,0,0,2,2,0,32239,7598,23395,42949,1096,0,-3.784883737564087,4.310786724090576
2626,167432,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36",2861.0,6,0,64,25,18,0,0,10,4,10,4,0,0,0,0,0,0,1552,36646,47291,1583,0,0,-2.380014657974243,1.1718604564666748
2627,375470,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2926.0,11,0,77,48,0,6,0,12,8,12,8,0,1,0,4,2,0,24413,8004,21227,25529,17,0,-3.777623176574707,4.289125919342041
2628,277771,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",3460.0,6,0,171,65,19,4,2,18,10,18,10,0,1,0,4,2,0,44291,27189,33744,42386,2833,0,-2.238085985183716,2.566490411758423
2629,71663,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3440.0,5,0,78,43,23,4,2,11,10,11,10,0,1,0,2,4,0,3795,11978,17667,16671,650,0,-2.3642473220825195,-1.830784797668457
2630,120563,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3499.0,5,0,127,64,26,2,2,12,16,12,16,0,0,0,4,2,0,1132,47805,10556,30230,167,68,0.6199613809585571,-0.5596224665641785
2631,232033,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3287.0,10,0,206,134,35,0,0,23,26,23,26,0,0,0,2,2,0,4737,67425,32444,37549,15998,0,-0.618604302406311,-0.5493559837341309
2632,104209,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3273.0,5,0,111,81,0,4,2,20,12,20,12,0,0,0,2,6,0,13486,6958,20424,37396,2146,0,-0.08074385672807693,-4.059212684631348
2633,144003,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3327.533447265625,5,0,49,73,16,6,6,9,10,9,10,0,1,1,2,2,1,341,34110,64067,12086,1818,0,-3.1331934928894043,0.14411760866641998
2634,59448,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3380.0,5,0,58,31,0,0,0,8,6,8,6,0,0,0,0,0,0,2714,5393,6412,1015,682,0,-2.970848321914673,3.6437230110168457
2635,76603,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3359.0,4,0,62,39,15,12,4,13,6,13,6,0,2,0,2,2,0,776,9289,40550,24426,428,0,-4.750400066375732,-2.3330743312835693
2636,51712,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2470.0,4,0,43,20,0,2,2,2,2,2,2,0,0,0,0,0,0,960,10385,33621,3086,0,0,-5.419532299041748,-0.10678084939718246
2637,207946,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3398.0,10,0,113,94,20,10,4,24,18,24,18,0,2,0,4,8,0,20647,40837,83601,45214,2478,0,-2.8568785190582275,-0.9786389470100403
2638,233008,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3319.0,5,0,279,109,13,0,0,36,34,36,34,0,0,0,4,2,0,24382,87097,57918,57303,4567,0,-0.3011610805988312,-0.3674877882003784
2639,79274,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3650.0,12,0,3,1,10,4,0,4,2,4,2,0,0,0,0,0,0,1366,21965,39535,7257,2391,1319,-3.328305244445801,0.18863797187805176
2640,54749,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0,3029.0,4,0,61,46,0,0,0,8,6,8,6,0,0,0,0,0,0,3284,29075,6121,517,34,0,2.57499623298645,1.3111486434936523
2641,170144,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",3446.0,5,0,146,90,14,8,8,15,14,15,14,0,2,0,2,2,0,30098,15332,68112,52113,3401,0,-0.42926597595214844,-2.6003429889678955
2642,25380,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/62.0.3202.94 Safari/537.36",3745.0,6,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,67,67,250,116,49,134,-1.8944441080093384,5.743636131286621
2643,544388,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3600.0,8,0,196,62,31,4,0,24,14,24,14,0,1,0,2,2,0,20382,58014,375535,37349,3749,152,-5.964378356933594,-0.6210502982139587
2644,0,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.686972618103027,-0.9638187289237976
2645,66121,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,413.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65015,0,0,0,0,0,-7.423891544342041,4.03311824798584
2646,46801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3306.0,5,0,42,48,0,0,0,6,8,6,8,0,0,0,0,0,0,381,23602,2665,216,654,0,2.481691598892212,1.4821289777755737
2647,5279426,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3420.0,5,0,166,66,14,2,2,22,16,22,16,0,0,0,4,4,0,169,12732,25419,54887,8266,0,-5.949687480926514,6.169216156005859
2648,856191,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36",3373.0,12,0,7,0,0,2,0,2,0,2,0,0,0,0,0,0,0,783545,3476,1680,1335,951,0,-6.407531261444092,4.334096431732178
2649,38261,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3186.0,5,0,8,10,0,0,0,2,6,2,6,0,0,0,4,0,0,159,14838,5914,3613,1974,0,0.34113067388534546,1.129125714302063
2650,1259363,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3200.0,9,0,202,93,28,4,4,34,20,34,20,0,1,0,4,10,0,55900,24652,10814,52202,5185,0,-4.235845565795898,5.379770278930664
2651,7493,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.11; rv:61.0) Gecko/20100101 Firefox/61.0,1597.0,6,0,0,2,1,0,2,0,2,0,2,0,0,0,0,0,0,235,1352,1368,0,0,0,-1.1053297519683838,3.941870927810669
2652,156844,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2834.0,4,0,117,95,29,2,0,16,20,16,20,0,0,0,4,2,0,749,79432,25763,26583,0,0,1.4538525342941284,0.2460876852273941
2653,2125,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3498.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,734,1016,1.1679502725601196,7.216848373413086
2654,289014,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1290.0,3,0,16,6,0,0,0,4,2,4,2,0,0,0,0,0,0,10907,2583,22,0,0,0,-3.3609256744384766,7.66939640045166
2655,789429,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",3349.0,7,0,362,140,43,18,12,46,34,46,34,0,2,4,2,4,4,35602,439015,136752,86665,88785,0,1.6581486463546753,0.7511464357376099
2656,0,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.181 Safari/537.36",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6075043678283691,1.6868895292282104
2657,30852,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",404.0,2,0,1,1,0,0,0,4,4,4,4,0,0,0,0,0,0,14002,565,0,0,0,0,2.1960558891296387,5.680107593536377
2658,47684,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3333.0,8,0,26,16,0,4,0,10,10,10,10,0,0,0,2,0,0,16046,9004,17132,5252,165,0,-0.047704923897981644,1.203381061553955
2659,64656,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,1069.0,2,0,11,11,1,0,0,4,4,4,4,0,0,0,0,0,0,863,26373,0,0,0,0,1.500148057937622,2.652163505554199
2660,53748,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,2958.0,5,0,26,27,0,0,0,6,6,6,6,0,0,0,2,2,0,293,1426,6763,1994,83,0,-3.715942144393921,3.216663122177124
2661,208410,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,2163.0,3,0,22,21,0,0,0,8,4,8,4,0,0,0,0,0,0,40812,25181,42349,417,0,0,-1.4847698211669922,2.1548855304718018
2662,96976,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3036.0,5,0,126,85,0,6,6,14,12,14,12,0,2,0,4,4,0,20591,10997,17789,43510,111,0,1.0352424383163452,-4.475455284118652
2663,79602,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3325.0,6,0,130,40,15,4,2,8,6,8,6,0,0,0,2,2,0,1418,27753,21266,26252,1609,0,-0.9951382279396057,-1.364283800125122
2664,26998,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3486.0,5,0,8,5,0,0,0,4,2,4,2,0,0,0,0,0,0,1502,2361,6470,949,890,50,-2.8860700130462646,1.8994802236557007
2665,150612,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3411.0,8,0,207,73,12,6,4,27,14,27,14,0,0,0,2,8,0,10675,38798,22617,56180,6938,0,-0.44183149933815,-3.2426915168762207
2666,140283,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,2173.0,3,0,89,72,0,0,0,6,10,6,10,0,0,0,0,0,0,37894,35058,59798,66,0,0,-0.6397690176963806,1.0141104459762573
2667,125488,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2296.0,6,0,37,18,0,0,0,10,6,10,6,0,0,0,2,2,0,125,12258,13608,84,0,0,-2.9917500019073486,3.7499396800994873
2668,59115,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3449.0,6,0,9,0,0,0,0,4,0,4,0,0,0,0,0,0,0,136,217,263,150,150,0,-3.1160597801208496,6.471245288848877
2669,371697,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3501.142822265625,12,0,188,150,6,2,0,22,28,22,28,0,0,0,8,4,0,22309,12233,17850,87552,967,784,-4.511377334594727,2.66190505027771
2670,46863,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 Safari/605.1.15",3573.0,12,0,0,0,0,4,0,15,8,15,8,0,2,0,4,6,0,647,4464,6398,16892,1055,1275,-2.0522420406341553,-4.2561211585998535
2671,67019,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0,3773.0,12,0,18,14,0,0,0,2,2,2,2,0,0,0,0,0,0,1891,38931,6736,2708,1604,12471,2.988457202911377,1.0573350191116333
2672,122568,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,2774.0,4,0,109,75,19,2,2,10,8,10,8,0,0,0,4,4,0,15496,9879,25076,37544,0,0,-0.10468731075525284,-3.6169490814208984
2673,26022,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",261.0,1,0,17,19,0,0,0,2,2,2,2,0,0,0,0,0,0,172,0,0,0,0,0,-4.973756790161133,7.8386006355285645
2674,178752,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3717.0,6,0,160,106,22,10,6,22,18,22,18,0,1,1,0,0,1,2402,90626,33941,6773,2375,4262,1.5731265544891357,0.9774162769317627
2675,2569,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",337.0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1104,0,0,0,0,0,2.0186283588409424,5.498512268066406
2676,144704,Mozilla/5.0 (X11; Linux x86_64; rv:52.0) Gecko/20100101 Firefox/52.0,3241.0,5,0,26,30,0,0,0,4,6,4,6,0,0,0,2,2,0,11042,1966,68530,22070,1564,0,-4.483850002288818,-1.0418201684951782
2677,151130,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",3435.0,35,0,0,0,0,2,0,8,5,8,5,0,3,1,5,6,1,11883,17886,74479,28811,6058,3706,-4.413260459899902,-1.2077909708023071
2678,319122,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,3325.0,6,0,256,132,6,2,2,24,26,24,26,0,0,0,6,8,0,93419,25090,115062,64840,8436,0,0.6340433955192566,-1.2893708944320679
2679,125374,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3174.0,6,0,28,51,0,0,0,18,15,18,15,0,0,0,2,2,0,783,10967,25299,6066,2797,0,-3.2313740253448486,2.0426855087280273
2680,94835,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3251.0,5,0,25,48,0,0,0,2,4,2,4,0,0,0,2,0,0,932,12216,31039,25121,2231,0,-3.5461156368255615,-2.5745787620544434
2681,92999,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36",3225.384765625,7,0,53,43,16,2,2,14,8,14,8,0,0,0,0,0,0,1419,20168,12389,16018,1448,0,-1.4029322862625122,-0.9982178807258606
2682,143037,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3661.0,10,0,58,45,0,0,0,8,12,8,12,0,0,0,6,2,0,1442,1484,919,1132,434,15742,-4.102351188659668,6.737618446350098
2683,75196,Mozilla/5.0 (Windows NT 6.1; rv:48.0) Gecko/20100101 Firefox/48.0,3450.0,5,0,59,33,9,2,2,8,10,8,10,0,0,0,4,2,0,2286,12587,12884,18644,67,0,-2.0114974975585938,-2.5059094429016113
2684,320297,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36",3434.666748046875,19,0,153,0,0,0,0,1,0,1,0,0,0,0,0,0,0,24593,28302,371,18937,1393,234,-3.0205836296081543,4.667695045471191
2685,24511,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3385.0,6,0,13,3,8,4,2,4,2,4,2,0,0,0,0,0,0,2254,8351,10454,608,962,0,-1.931520938873291,0.716772735118866
2686,130603541,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3606.0,12,0,34,162,2,2,0,12,12,12,12,0,0,0,0,0,0,4553,56330,32464,130506113,1999,1684,-0.49886807799339294,-9.383342742919922
2687,72134,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3229.0,5,0,108,38,13,4,2,12,6,12,6,0,0,0,2,2,0,1016,8884,12651,32704,716,0,-1.79464590549469,-5.174923896789551
2688,121140,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3405.0,10,0,57,40,4,2,6,4,10,4,10,0,0,2,4,2,2,328,21319,43924,45054,4169,0,-3.583169460296631,-3.1968045234680176
2689,21959,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,455.0,1,0,15,11,3,0,0,2,2,2,2,0,0,0,0,0,0,435,101,0,0,0,0,-4.0879974365234375,7.571458339691162
2690,397242,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:62.0) Gecko/20100101 Firefox/62.0,3430.0,5,0,108,64,11,4,2,8,8,8,8,0,1,0,2,2,0,24215,33966,42916,36133,1084,0,-3.1972014904022217,3.2639119625091553
2691,61628,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3708.0,7,0,38,54,10,2,2,8,8,8,8,0,0,0,4,2,0,11261,11053,4032,29559,2365,1732,0.8726170659065247,-4.412728309631348
2692,1220521,Mozilla/5.0 (Android 8.1.0; Tablet; rv:61.0) Gecko/61.0 Firefox/61.0,2395.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9798,2598,28967,1502,0,0,-5.241282939910889,6.260288715362549
2693,17724,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",3626.0,8,0,0,0,0,0,0,4,1,4,1,0,0,0,1,2,0,0,1121,6195,5634,2363,354,-3.6395466327667236,-3.1509265899658203
2694,188549,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,4031.0,12,0,104,90,0,0,0,10,10,10,10,0,0,0,2,2,0,9388,22840,17574,68457,433,33232,-1.5155128240585327,-3.9198269844055176
2695,118734,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3199.0,5,0,71,58,15,0,0,8,8,8,8,0,0,0,4,2,0,4000,25750,16761,48485,151,0,-0.8782835006713867,-4.237005233764648
2696,69489,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3648.0,7,0,109,22,15,6,0,15,4,15,4,0,2,0,2,2,0,19379,10273,10927,25568,1031,2206,2.016841173171997,-3.4052112102508545
2697,245965,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3594.0,14,0,173,69,32,4,4,10,12,10,12,0,1,0,4,2,0,76271,16887,25649,40502,6102,1920,2.6777117252349854,-1.7859432697296143
2698,24962,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1000.0,3,0,45,4,2,8,0,16,6,16,6,0,1,0,0,0,0,118,5269,0,0,0,0,-1.0879333019256592,3.66757869720459
2699,48850829,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3715.0,8,0,4,9,0,2,4,4,6,4,6,0,2,1,2,0,1,7036,14784,23935,43080410,129,1250,-0.5473136305809021,-8.69361686706543
2700,49374,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36",2702.0,5,0,24,23,0,0,0,5,6,5,6,0,0,0,0,0,0,216,10237,16998,4309,0,0,-2.851417303085327,0.46814221143722534
