,timeOnPage,userAgent,maxDepth,step,demoNumOn,beatNumThreeFour,beatNumSixEight,beatNumDefault,beatHoverThree,beatHoverSix,emphasizeThreeFour,emphasizeSixEight,threeFourOn,sixEightOn,playLinear,altThree,altSix,exampleSix,exampleThree,altSix.1,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,x,y
0,152349,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3566.0,14,0,153,70,49,10,4,21,18,21,18,0,1,0,6,4,0,5425,43824,41226,3869,43367,596,-3.182081460952759,1.490153193473816
1,303196,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2649.0,7,0,127,69,0,0,6,6,14,6,14,0,0,1,4,2,1,65697,71680,46082,46615,0,0,1.7104426622390747,-0.8849624991416931
2,162588,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3344.0,7,0,210,89,10,2,0,24,18,24,18,0,2,0,2,4,0,7817,58579,34962,35043,4355,0,-0.48266154527664185,-0.4398982524871826
3,960606,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3429.0,17,0,58,27,16,4,2,12,8,12,8,0,0,0,4,4,0,4308,27911,11543,23736,884688,6920,-6.601133346557617,1.919546365737915
4,83787,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,2206.39990234375,5,0,25,12,10,0,2,4,4,4,4,0,0,0,0,0,0,14551,35425,30091,1046,0,0,0.3311326503753662,1.0221713781356812
5,52666,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1156.0,6,0,32,26,4,0,0,6,6,6,6,0,0,0,0,0,0,1532,2420,949,0,0,0,-3.575678586959839,5.8455915451049805
6,169188,"Mozilla/5.0 (X11; CrOS armv7l 10575.58.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",3912.800048828125,10,0,114,81,15,0,0,6,4,6,4,0,0,0,2,2,0,2751,23845,12934,52866,22481,53899,-1.839043140411377,-3.072267770767212
7,53606,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",3653.0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8212,7239,15410,8710,2765,2345,-1.896470546722412,-0.282461017370224
8,136583,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3408.0,7,0,9,0,14,0,0,4,0,4,0,0,0,0,0,0,0,645,8341,901,1018,432,0,-3.435520887374878,5.425899028778076
9,33060,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",1338.0,2,0,61,16,9,2,0,4,2,4,2,0,0,0,0,0,0,23305,6433,698,0,0,0,4.442342281341553,4.930148124694824
10,47100,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,3296.0,5,0,47,23,0,0,0,10,6,10,6,0,0,0,4,4,0,17786,7585,1634,19203,568,0,2.7802271842956543,-3.273228168487549
11,76075,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3450.0,6,0,70,42,0,0,0,8,6,8,6,0,0,0,4,2,0,26655,2911,10132,10094,21283,0,-0.5604645609855652,2.6185903549194336
12,3217,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.42 Safari/537.36",3578.0,4,0,9,6,0,0,0,6,4,6,4,0,0,0,0,0,0,757,849,100,184,683,34,1.277705430984497,6.628033638000488
13,189636,Mozilla/5.0 (X11; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,3041.333251953125,5,0,24,12,3,0,0,2,6,2,6,0,0,0,0,0,0,870,10754,1411,5299,566,0,-3.7578883171081543,5.143981456756592
14,90935,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.42 Safari/537.36",3394.40576171875,7,0,135,32,11,2,4,4,6,4,6,0,1,1,2,2,1,4994,18487,27656,5008,30801,0,-3.3866050243377686,1.193458080291748
15,86045,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3242.0,7,0,104,71,0,2,2,12,14,12,14,0,0,0,2,4,0,40417,901,10738,27496,433,0,3.19387149810791,-2.76247501373291
16,109219,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3217.0,5,0,149,57,13,0,0,8,6,8,6,0,0,0,2,2,0,229,29618,16010,40748,2340,0,-0.7261550426483154,-3.3136231899261475
17,158997,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:62.0) Gecko/20100101 Firefox/62.0,3361.0,12,0,131,72,36,8,4,17,12,17,12,0,2,0,2,2,0,49840,35738,41738,24720,6284,0,0.8063033819198608,0.47065335512161255
18,61604509,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3565.0,14,0,1452,138,0,0,0,22,14,22,14,0,0,0,2,4,0,61544552,10048,3074,39561,1106,3907,-7.882147312164307,3.645009756088257
19,229405,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3421.0,11,0,248,124,30,18,58,35,74,35,74,0,0,0,4,8,0,58653,53270,19265,40037,14199,0,2.0628209114074707,-1.1131947040557861
20,125066,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3648.0,6,0,13,7,0,0,0,2,2,2,2,0,0,0,0,0,0,21202,3376,36628,13648,1382,166,-2.367292642593384,0.4574117064476013
21,93853,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3240.0,5,0,126,49,35,2,2,6,6,6,6,0,0,0,2,2,0,4257,18758,18888,34931,2183,0,-1.3300344944000244,-3.6980881690979004
22,50642,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1699.0,3,0,12,16,2,2,0,10,4,10,4,0,0,0,0,0,0,217,1000,1216,0,0,0,-4.119479179382324,6.2551469802856445
23,288000,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3573.199951171875,11,0,199,80,8,4,6,18,14,18,14,0,2,2,2,2,2,41668,77537,83872,70703,9033,3452,-0.3603861331939697,-0.827237606048584
24,111345,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3341.0,5,0,7,87,0,0,4,2,14,2,14,0,0,1,4,0,1,199,12693,54002,10213,5131,0,-4.70117712020874,-0.5285639762878418
25,2942,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3423.0,4,0,1,1,1,2,2,2,2,2,2,0,0,0,0,0,0,34,366,350,499,168,44,1.1611863374710083,7.023074626922607
26,120866,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,1876.0,5,0,59,70,24,4,6,10,12,10,12,0,1,1,0,0,1,27591,54017,36071,0,0,0,0.9549439549446106,1.5216107368469238
27,33113,Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,370.0,5,0,27,31,0,0,0,4,4,4,4,0,0,0,0,0,0,30643,0,0,0,0,0,-6.461831569671631,4.2564520835876465
28,632591,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3538.0,15,0,104,86,34,8,6,18,22,18,22,0,1,2,2,4,2,389887,40379,90010,25270,10999,9528,3.213715076446533,4.8476243019104
29,41654,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2993.0,5,0,18,32,15,0,0,6,10,6,10,0,0,0,6,2,0,88,7219,16096,14745,28,0,-3.7256784439086914,-2.850877523422241
30,7550,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36 OPR/54.0.2952.71",3103.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2369,1427,1850,1201,0,0,0.9296680688858032,4.740522861480713
31,146259,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3236.0,5,0,229,121,1,16,14,25,30,25,30,0,1,1,8,6,1,284,10291,58683,47407,668,0,-4.3037004470825195,-3.163832902908325
32,25284,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,4015.0,10,0,31,0,0,0,0,4,0,4,0,0,0,0,0,0,0,299,14545,5810,2178,333,1769,2.2767372131347656,0.7572730183601379
33,198336,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3305.0,5,0,189,82,0,4,8,20,20,20,20,0,0,1,2,2,1,3086,3965,91408,25174,604,0,-4.457316875457764,-0.8031293749809265
34,233347,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3762.0,20,0,150,87,35,10,8,26,18,26,18,0,1,0,6,6,0,62716,72895,41105,34255,13404,5168,1.4756360054016113,0.3233795762062073
35,60480,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:62.0) Gecko/20100101 Firefox/62.0,3086.0,7,0,118,59,0,0,0,5,6,5,6,0,0,0,4,2,0,349,16105,617,32160,684,0,-0.1884363293647766,-4.73769998550415
36,110269,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2744.0,12,0,73,43,0,2,4,14,16,14,16,0,0,0,10,4,0,2141,9794,13565,27727,0,0,-2.3795156478881836,-3.1024680137634277
37,84527977,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3450.0,15,0,255,67,0,8,2,16,14,16,14,0,2,0,4,2,0,6096,12037,47205,68577,13092,84327000,1.1189568042755127,10.200263023376465
38,181167,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.13; rv:61.0) Gecko/20100101 Firefox/61.0,2933.0,4,0,174,107,23,6,4,19,10,19,10,0,0,0,2,4,0,1883,63291,56757,39339,416,0,-1.4280654191970825,-0.21572110056877136
39,121116,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.12; rv:61.0) Gecko/20100101 Firefox/61.0,3199.0,5,0,34,45,0,0,0,8,6,8,6,0,0,0,2,2,0,84,20468,4667,13886,88,0,-2.357257843017578,3.2897017002105713
40,208112,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3439.0,6,0,225,86,30,10,6,26,16,26,16,0,1,1,2,4,1,4049,55781,50499,49164,6267,0,-1.6532511711120605,-1.1557713747024536
41,293824,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3603.0,6,0,265,96,6,6,8,30,20,30,20,0,1,0,4,4,0,9493,49132,102854,50961,17297,13749,-3.2662179470062256,-1.012216567993164
42,213249,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3532.0,6,0,277,66,34,4,0,14,12,14,12,0,1,0,6,4,0,6071,64369,40881,54542,6739,134,-0.563390851020813,-1.1869817972183228
43,32873,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",2130.0,3,0,12,10,0,0,0,2,2,2,2,0,0,0,0,0,0,1017,3600,1582,35,0,0,-2.2788538932800293,4.48878812789917
44,124254,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3723.0,10,0,181,131,6,0,0,94,94,94,94,0,0,0,4,6,0,31161,24928,2880,1477,23133,1091,0.13993048667907715,2.7782962322235107
45,53403,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",1902.0,7,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,25446,1334,602,0,0,0,2.2730906009674072,5.497254371643066
46,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.205151081085205,1.830946445465088
47,208207,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_5) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.1 Safari/605.1.15",3703.0,11,0,83,51,23,4,6,31,28,31,28,0,0,0,4,0,0,24583,68047,72166,36773,5862,662,-1.07741379737854,0.03434550762176514
48,154077,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3669.0,6,0,147,90,18,4,4,12,8,12,8,0,1,1,2,2,1,47447,11827,35889,45761,7088,1933,1.9633803367614746,-2.6517174243927
49,0,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.5579049587249756,1.7693935632705688
50,91364,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",3364.0,7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,15758,24535,33987,10367,3974,0,-1.181843876838684,0.29279625415802
51,37792,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3630.0,8,0,12,12,0,0,0,2,2,2,2,0,0,0,0,0,0,26231,5350,1905,1307,246,1297,3.918478488922119,5.062056064605713
52,19138816,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3485.0,6,0,235,68,51,2,0,6,4,6,4,0,0,0,0,0,0,3443,86360,111162,3219,1967,100,-6.084851264953613,6.754486083984375
53,10190,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3530.0,5,0,5,1,0,0,0,2,2,2,2,0,0,0,0,0,0,576,3435,832,557,72,0,0.3196769058704376,4.17792272567749
54,123507,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.75 Safari/537.36",3374.0,12,0,222,63,12,4,6,30,28,30,28,0,0,0,8,12,0,3585,12631,8733,57265,4249,0,-0.5875183343887329,-5.473773956298828
55,563210,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",3550.0,14,0,130,67,21,2,2,10,14,10,14,0,0,0,8,4,0,33212,27146,17868,35106,2035,1404,-3.721252202987671,4.4335856437683105
56,109135,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.1.30 (KHTML, like Gecko) CriOS/67.0.3396.87 Mobile/14G60 Safari/602.1",3676.0,9,0,0,0,0,0,0,6,3,6,3,0,0,0,1,2,0,7921,0,16783,18801,20251,3239,-2.76790189743042,-0.7422633767127991
57,71640,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3588.0,7,0,16,6,7,2,0,6,4,6,4,0,0,0,2,0,0,5282,4049,5218,5233,1084,766,-3.248567819595337,4.370596408843994
58,28695,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3350.0,15,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,7149,1901,4632,7233,1701,0,1.91325843334198,-2.644636392593384
59,63524,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1.2 Safari/605.1.15",1092.0,2,0,59,58,1,0,0,14,12,14,12,0,0,0,0,0,0,15170,45588,0,0,0,0,4.232028484344482,1.5899795293807983
60,94761,"Mozilla/5.0 (X11; CrOS x86_64 10895.33.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.58 Safari/537.36",3487.0,10,0,75,48,0,0,0,4,6,4,6,0,0,0,2,0,0,257,2943,41556,13627,9579,1083,-4.494639873504639,-0.8995071053504944
61,144117,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3211.0,5,0,145,90,25,4,2,12,12,12,12,0,0,0,2,2,0,166,16280,57427,25052,1668,0,-4.029241561889648,-1.1135809421539307
62,282262,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3299.0,6,0,223,93,35,8,14,14,22,14,22,0,1,1,4,2,1,634,61228,97977,67942,7483,0,-2.9652881622314453,-1.357588291168213
63,159884,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3741.666748046875,17,0,20,30,1,0,0,6,4,6,4,0,0,0,0,0,0,37,296,924,466,517,14145,-4.229992389678955,6.783394813537598
64,182052,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3386.0,9,0,208,51,23,4,6,24,18,24,18,0,2,0,4,6,0,22651,13817,38386,63103,7451,0,-0.25785011053085327,-3.8360047340393066
65,129308,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3222.0,5,0,172,69,38,2,4,12,10,12,10,0,0,0,2,2,0,13170,45539,21270,40691,1284,0,0.3107043504714966,-1.5730289220809937
66,184079,Mozilla/5.0 (Windows NT 6.3; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,3282.0,7,0,157,64,19,6,6,16,14,16,14,0,2,0,2,2,0,960,10517,59654,54379,682,0,-3.744105815887451,-3.306493043899536
67,87807,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1",3456.0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,81152,1.0298309326171875,10.044195175170898
68,29469,"Mozilla/5.0 (iPad; CPU OS 10_3_3 like Mac OS X) AppleWebKit/603.3.8 (KHTML, like Gecko) Version/10.0 Mobile/14G60 Safari/602.1",3653.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,17415,11637,-5.6114959716796875,1.9522794485092163
69,63025,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3080.0,5,0,29,17,19,2,0,10,4,10,4,0,0,0,0,0,0,784,36843,6944,1620,1011,0,2.912933111190796,0.8272721767425537
70,112864,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) CriOS/67.0.3396.87 Mobile/15G77 Safari/604.1",3415.0,17,0,0,0,0,0,0,3,0,3,0,0,4,1,0,1,1,6841,30136,38501,11174,3917,0,-2.0574748516082764,0.25068843364715576
71,164358,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3316.0,5,0,211,128,0,2,2,6,6,6,6,0,1,0,2,2,0,37182,7283,78117,38082,650,0,-2.1967501640319824,-1.1416347026824951
72,9852,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,1353.0,3,0,7,7,2,0,0,1,2,1,2,0,0,0,0,0,0,134,984,82,0,0,0,-1.6727179288864136,4.761829376220703
73,220197,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.1 Safari/605.1.15",3607.0,5,0,202,91,11,4,4,16,10,16,10,0,1,1,2,2,1,157,6294,30792,43707,10618,3364,-3.2008755207061768,-2.3899972438812256
74,142580,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3358.0,6,0,105,107,0,6,0,12,14,12,14,0,1,0,4,2,0,33170,30187,38627,28890,6989,0,0.6556822657585144,-0.968749463558197
75,585685,"Mozilla/5.0 (Windows NT 10.0; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.87 Safari/537.36 OPR/54.0.2952.64",3204.0,8,0,304,114,9,6,4,24,8,24,8,0,0,0,2,8,0,3614,65382,116476,118925,1735,0,-2.899812698364258,-2.0315401554107666
76,282449,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36",2973.0,7,0,19,47,5,0,2,6,6,6,6,0,0,0,0,0,0,6616,9685,29303,8701,183,0,-3.998539924621582,3.732433795928955
77,3291,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",1881.0,5,0,7,2,0,0,0,2,2,2,2,0,0,0,0,0,0,143,94,156,0,0,0,0.2826026380062103,5.738376140594482
78,71003,Mozilla/5.0 (X11; Linux x86_64; rv:62.0) Gecko/20100101 Firefox/62.0,1978.0,2,0,118,70,0,0,2,6,10,6,10,0,0,0,4,2,0,650,484,2624,0,0,0,-4.406538963317871,6.06737756729126
79,344332,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Ubuntu Chromium/68.0.3440.106 Chrome/68.0.3440.106 Safari/537.36",3430.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4063,7350,4874,1896,8089,0,-4.9893951416015625,6.565886974334717
80,45890,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",3070.0,10,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,151,365,2367,32925,0,-6.0293073654174805,1.884926438331604
81,13834,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,1576.800048828125,3,0,15,0,0,2,0,8,0,8,0,0,0,0,0,0,0,9927,1550,350,0,0,0,3.953901529312134,5.360904693603516
82,79874,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3188.0,5,0,80,28,13,0,0,8,8,8,8,0,0,0,4,2,0,151,19824,11103,28854,1252,0,-0.9114680290222168,-3.364715099334717
83,57071,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3365.0,5,0,61,24,19,2,6,6,10,6,10,0,1,1,2,2,1,7879,12644,18711,16388,965,0,-0.8235004544258118,-1.9905519485473633
84,81871,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:61.0) Gecko/20100101 Firefox/61.0,2346.0,3,0,11,1,3,10,2,12,2,12,2,0,1,0,0,0,0,13949,40607,20418,3254,0,0,1.5215989351272583,1.3048840761184692
85,227030,Mozilla/5.0 (X11; Linux x86_64; rv:61.0) Gecko/20100101 Firefox/61.0,3677.0,15,0,164,139,18,8,10,52,54,52,54,0,0,1,6,14,1,1223,54117,34868,74646,3894,5728,-1.1225144863128662,-3.0998175144195557
86,1063443,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3279.0,6,0,199,77,12,2,2,8,10,8,10,0,0,0,4,2,0,37815,7337,19605,59285,975,0,-4.441754341125488,4.735139846801758
87,209579,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3169.0,10,0,180,51,18,2,4,16,14,16,14,0,2,2,4,8,2,39845,41586,48573,49691,7840,0,0.49884405732154846,-1.6429370641708374
88,130613,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/67.0.3396.99 Safari/537.36",3285.0,8,0,100,64,0,2,2,8,6,8,6,0,0,0,2,2,0,15934,18966,13601,31164,2767,0,0.08297378569841385,-2.4596498012542725
89,15781,"Mozilla/5.0 (iPad; CPU OS 11_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/11.0 Mobile/15E148 Safari/604.1",2658.0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,6919,1019,502,0,0,1.7737094163894653,2.418419361114502
90,530516,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.106 Safari/537.36",3625.0,26,0,292,158,22,6,4,21,26,21,26,0,1,0,8,6,0,23683,22519,43290,367957,42338,8230,-0.5803245306015015,-7.0727219581604
91,158712,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_13_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/68.0.3440.84 Safari/537.36",3409.0,6,0,69,113,0,2,6,10,18,10,18,0,1,1,8,2,1,425,5274,36925,53416,1451,0,-3.0083353519439697,-3.9446535110473633
92,188551,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.42 Safari/537.36",3052.0,5,0,110,52,0,8,0,12,8,12,8,0,1,0,2,2,0,55317,59152,43054,26858,219,0,1.2766903638839722,0.5239161849021912
