,timeOnPage,maxDepth,isInTune,clean,playRiff,playReference,autotuneGuitar,playNotes,playBeats,beatDiff,vizMode,guitarState,currentFrequency,targetString,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,timeSect6,timeSect7,timeSect8,timeSect9,timeSect10,timeSect11,timeSect12,timeSect13,x,y
8292,135159,9279,0,2,0,4,6,0,18,0,3,8,69,48,2312,317,489,163,235,899,202,668,295,623,23125,36915,67867,991,-1.781652803,4.157409708
8293,959720,11296,0,1,0,4,4,0,0,0,0,9,71,56,30,66,5466,11212,9844,4704,8810,2236,938,1132,15242,1330,7070,7966,-6.626842025,-2.399587627
8294,681062,6512,0,1,0,2,2,0,0,0,0,5,6,6,91,67,1468,665,752,69,33,31,37,33,31,0,0,0,-6.79912528,-3.050341598
8295,101755,2593,0,0,0,0,0,0,0,0,0,3,102,72,44368,36867,5673,2089,608,0,0,0,0,0,0,0,0,0,-3.183006332,-5.211840107
8296,8824,795,0,0,0,0,0,0,0,0,0,0,32,14,312,900,0,0,0,0,0,0,0,0,0,0,0,0,-4.02127629,-2.497579467
8297,78597,1865,0,0,0,0,0,0,0,0,0,2,88,38,3135,15167,54977,54,0,0,0,0,0,0,0,0,0,0,0.795678702,-5.228204802
8298,92437,1314,0,0,0,0,0,0,0,0,0,1,35,0,17222,32006,26954,0,0,0,0,0,0,0,0,0,0,0,-1.086360726,-4.264809054
8299,61128,10258,0,1,0,2,2,0,0,0,0,5,46,24,5852,1067,16605,733,3286,3181,467,1979,832,1397,1600,3150,3010,14198,0.147737088,0.386570793
8300,142983,6150,3,0,2,1,0,0,0,0,0,5,134,39,118,10655,99680,742,11755,16798,538,765,618,218,0,0,0,0,4.061342164,-3.440964235
8301,7466,5699,0,0,0,2,2,0,0,0,0,5,6,6,182,2300,1016,234,1054,646,120,450,100,38,0,0,0,0,-4.20638479,1.530118816
8302,11806,3193,0,0,0,0,0,0,0,0,0,4,0,0,123,984,2246,1721,4090,0,0,0,0,0,0,0,0,0,-1.190794686,-0.753812369
8303,19798,5565,0,0,0,2,2,0,0,0,0,5,17,14,232,4766,1852,2216,1468,3572,552,1546,846,0,0,0,0,0,-2.214063185,-0.381569747
8304,15940,1472,0,0,0,0,0,0,0,0,0,1,32,12,50,735,316,0,0,0,0,0,0,0,0,0,0,0,-4.058229002,-2.225983821
8305,393409,9557,0,2,0,2,6,0,0,0,1,9,204,42,556,40506,174256,6910,25212,32514,3129,1422,54634,1358,2568,2897,18846,12775,3.109084107,-1.0020172
8306,359367,3577,0,0,0,0,0,0,0,0,0,2,1,1,698,768,683,1118,1084,396,0,0,0,0,0,0,0,0,-6.734302882,-2.901971427
8307,128006,7796,1,1,4,2,2,0,0,0,0,7,131,63,163,8951,59346,10320,21387,600,650,631,117,5600,3183,4252,0,0,1.146372816,-2.028619753
8308,953137,8903,3,1,2,2,2,0,0,0,0,5,145,66,82,9788,93526,10371,4670,12556,2299,935,3617,2051,1601,566,336,0,-3.509711566,-1.909658604
8309,32987,2770,0,0,0,0,0,0,0,0,0,2,0,0,800,1836,28390,483,603,0,0,0,0,0,0,0,0,0,1.8467192,-5.981027205
8310,108411,8424.666992,0,1,0,2,2,0,0,0,0,7,102,50,1199,7082,78878,2884,3351,3272,2546,2783,1281,975,2393,800,38,0,2.932948299,-4.924955056
8311,17353,9098,0,1,0,2,2,0,0,0,0,5,6,6,166,1916,1406,1863,1614,1850,44,1794,86,1819,1570,1873,84,0,-3.09001642,1.998857987
8312,19661,2749,0,0,0,0,0,0,0,0,0,2,0,0,728,4414,6369,3798,4219,0,0,0,0,0,0,0,0,0,-0.997100769,-2.507649684
8313,234825,9117,0,1,0,2,2,0,0,0,0,5,6,5,3040,12441,15822,13562,31851,15249,3434,19250,1385,20932,49584,14602,10138,0,-0.322069173,1.670131317
8314,44454,3958,0,0,0,0,0,0,0,0,0,7,0,0,1575,5322,12485,5978,11319,4626,0,0,0,0,0,0,0,0,-0.542751987,-1.44183426
8315,41880,12400,0,1,0,3,4,0,0,0,0,5,47,32,117,1250,5282,9116,317,267,50,216,201,82,583,3751,1699,7785,-3.36998571,1.473617456
8316,4966726,3562.857422,1,0,2,0,0,0,0,0,0,9,61,22,4797598,17386,55737,6064,60895,11950,0,0,0,0,0,0,0,0,-4.229472032,-6.733936323
8317,52649,8176.666992,0,1,0,2,2,0,0,0,0,2,26,23,0,0,0,0,0,10738,5733,2467,617,28968,1917,2188,0,0,1.379410873,2.775011281
8318,87645,5162,0,0,0,0,0,0,0,0,0,8,12,8,900,35715,28356,2339,2261,1613,370,4729,0,0,0,0,0,0,-0.738260264,-4.410605924
8319,39778,9048,0,1,0,2,4,0,0,0,0,5,34,24,15215,5400,217,5834,169,3648,35,96,1184,967,202,1815,2001,0,-3.694918341,-3.726230609
8320,8745,1968,0,0,0,0,0,0,0,0,0,2,0,0,250,2068,4505,25,0,0,0,0,0,0,0,0,0,0,0.239986082,-3.653666674
8321,56718,4802,0,1,0,2,2,0,0,0,0,5,13,13,103,1981,167,8010,3205,1000,69,615,0,0,0,0,0,0,-4.83274107,-0.13440208
8322,50374,10404,0,1,0,2,2,0,0,0,0,5,6,5,148,3120,867,685,2635,3999,5541,200,71,2525,12895,159,7258,9354,-1.448870285,2.397131402
8323,3681,401,0,0,0,0,0,0,0,0,0,0,0,0,1562,83,0,0,0,0,0,0,0,0,0,0,0,0,-3.903412188,-4.157009343
8324,382334,9488,7,2,0,2,2,0,20,0,0,5,206,89,111629,3067,63664,5733,5701,7283,1699,2633,54148,2083,7568,13216,2033,317,-2.334433849,-3.430940514
8325,180486,5751,0,0,0,0,0,0,0,0,0,3,158,43,3066,10204,152152,4588,1292,106,26,308,66,50,0,0,0,0,2.123774778,-6.420230996
8326,20846,9515,0,1,0,2,2,0,0,0,0,5,19,17,94,5235,3950,617,1766,1401,83,1005,35,43,1517,883,118,50,-3.18198874,0.130093785
8327,25540,1700,0,0,0,0,0,0,0,0,0,1,28,15,169,9126,15273,0,0,0,0,0,0,0,0,0,0,0,0.029567796,-4.62620047
8328,28894,1643,0,0,0,0,0,0,0,0,0,1,53,38,1368,26083,717,0,0,0,0,0,0,0,0,0,0,0,-0.639070328,-7.446585662
8329,62527,2568,0,0,0,0,0,0,0,0,0,3,11,9,11117,2016,48198,335,849,0,0,0,0,0,0,0,0,0,1.380934263,-5.058338615
8330,20579,2280,0,0,0,0,0,0,0,0,0,3,43,11,5097,5486,4568,2952,0,0,0,0,0,0,0,0,0,0,-1.629547104,-3.661380496
8331,370329,9507,6,3,2,2,2,10,8,0,2,5,323,102,369,6669,81607,710,12290,22952,1756,3974,1908,94690,2508,47706,6821,48436,1.944536574,2.080042366
8332,72879,3615,0,0,0,0,0,0,0,0,0,5,0,0,29837,7873,23405,2308,8933,487,0,0,0,0,0,0,0,0,-2.052190191,-4.168248042
8333,310469,9207,11,5,2,2,2,10,20,0,3,12,242,69,12675,2406,102814,1958,43200,11207,4127,1604,63989,1287,23064,30014,11948,84,2.766695965,0.443514689
8334,156864,10800,1,1,2,2,2,0,0,0,0,5,287,96,134,898,77976,500,10368,4566,14270,516,1584,10620,2998,1168,216,7436,2.35560745,-1.960584386
8335,46926,10637,0,1,0,2,2,0,0,0,0,5,22,19,150,6256,2069,518,2571,1267,700,717,1736,1919,2287,1848,867,5608,-2.526924275,0.923145338
8336,180858,2987,0,0,0,0,0,0,0,0,0,3,0,0,50,1596,84,638,122,0,0,0,0,0,0,0,0,0,-5.976041142,-2.993338527
8337,46014,10094,0,4,0,2,2,10,4,0,0,5,39,32,165,866,1386,490,728,6823,384,485,2518,384,5139,9356,8976,554,-1.499918694,2.453956468
8338,7188,2384,0,0,0,0,0,0,0,0,0,2,0,0,1670,818,2686,938,0,0,0,0,0,0,0,0,0,0,-1.19234774,-2.660085057
8339,64426,9331,0,1,0,2,2,0,0,0,0,5,16,13,886,3747,2781,2033,3992,8500,2466,1234,4032,284,18202,13588,2417,251,-0.495233544,2.664196939
8340,109288,5412,0,0,0,0,0,0,0,0,0,4,109,41,198,5322,1222,75416,4194,9848,9044,796,138,0,0,0,0,0,-7.215451956,1.15651092
8341,29271,12440,0,1,0,2,2,0,0,0,1,5,27,21,728,1534,1684,1452,1702,2902,7407,117,82,2319,168,5102,51,2469,-2.687754937,1.422634023
8342,1025326,9578,2,4,2,2,2,8,10,0,1,7,225,79,1032,7308,83928,1426,7590,28226,1952,902,2516,3286,95366,13496,3588,4120,-2.881808248,-0.63816164
8343,64867,9298,0,1,0,2,2,0,0,0,0,5,6,5,1074,3484,3954,3122,2900,3278,33157,1197,1469,1538,1380,2249,1185,103,-1.937911405,-1.360971927
8344,133560,8945,0,2,0,2,2,0,14,0,0,7,109,51,2177,4721,34503,6983,16135,4144,5581,25326,11987,180,14840,1294,2475,0,0.630384939,0.142382066
8345,10931,2402,0,0,0,0,0,0,0,0,0,2,0,0,1583,6072,2269,938,0,0,0,0,0,0,0,0,0,0,-1.59344033,-4.62242088
8346,234102,5927,2,1,2,1,0,0,0,0,0,11,332,96,134,3936,178002,33796,9032,2058,698,1754,2600,180,0,0,0,0,2.133189204,-5.178492224
8347,69709,9389,0,6,0,2,4,6,30,0,0,5,117,100,856,653,381,8088,726,3093,1507,3742,174,7648,7989,29680,2746,734,-1.082519824,3.311920206
8348,83618,6698,0,1,0,2,2,0,0,0,0,5,6,5,110,90,600,966,550,1367,50,450,52,366,115,0,0,0,-4.538988585,-1.81397527
8349,178081,8973,6,1,2,2,2,10,2,0,1,11,222,115,5544,3035,65339,2368,11726,13412,3415,15438,2001,22226,7468,2773,21230,0,1.681071545,-0.004522385
8350,151222,2901.5,1,0,2,0,0,0,0,0,0,5,159,38,250,9474,112464,19066,3906,0,0,0,0,0,0,0,0,0,2.06617365,-5.048334473
8351,30868,4030.5,0,0,0,0,0,0,0,0,0,1,26,19,0,0,0,0,21196,3838,0,0,0,0,0,0,0,0,1.633492382,2.873315242
8352,270175,9364,2,3,2,2,2,10,12,0,5,7,263,98,862,17105,71025,1725,19484,19160,3556,1919,748,75770,25739,7551,1619,19441,2.19686241,1.777258108
8353,44845,8510,0,1,0,2,2,0,0,0,0,5,6,6,1732,4465,8064,3614,10408,4387,821,914,616,3255,2161,1300,2636,0,-1.236492117,-0.487168548
8354,96450,10102,0,1,0,2,2,0,0,0,0,5,113,64,316,21682,48932,468,8278,4806,1698,1762,824,1090,2116,1130,1050,970,0.633340432,-3.418801294
8355,21405,1931,0,0,0,0,0,0,0,0,0,3,0,0,3482,6265,5013,3080,0,0,0,0,0,0,0,0,0,0,-1.42098477,-3.572637743
8356,151412,10121,0,1,0,2,2,0,0,0,0,5,29,24,256,3692,10014,1766,2352,3983,648,733,703,1016,4778,6243,870,1171,-4.08865004,-1.131791787
8357,511789,7259,1,1,2,2,2,0,0,0,0,9,168,54,2199,2030,108857,6997,17490,2890,45,52,45,60,260,0,0,0,-0.219894,-1.5050091
8358,71358,9252,0,1,0,2,2,0,6,78,0,5,6,6,175,733,400,633,2285,1348,3251,632,1601,3321,1362,17566,717,18,-1.735187141,2.025954195
8359,19832,9972,0,1,0,2,2,0,0,0,0,5,6,6,181,2619,650,2603,1185,916,651,1217,518,199,3138,4101,1152,235,-3.037858354,2.45333705
8360,44412,9737,0,1,0,2,2,0,0,0,0,5,47,39,332,16212,267,5315,3151,1407,3651,233,5886,118,316,685,115,120,-2.326434719,-3.152639486
8361,123762,6500,2,3,0,4,2,0,0,0,0,9,81,43,166,5419,30292,1424,3415,37436,1231,2418,2644,8121,17084,0,0,0,0.158536829,0.356271711
8362,317916,9800,8,4,2,2,4,16,30,161,1,7,313,115,167,7152,132081,1714,12303,14781,1219,3033,1549,56351,12150,36083,18800,18065,2.373799887,0.613007407
8363,9662,1814.400024,0,0,0,0,0,0,0,0,0,2,0,0,2418,2349,3384,56,0,0,0,0,0,0,0,0,0,0,-1.174931369,-3.61399146
8364,15062,10779,0,1,0,2,2,0,0,0,0,5,6,6,330,2227,951,1067,1585,2029,84,136,682,0,2165,1735,185,1521,-3.762941693,2.758549551
8365,179514,3067,1,0,2,0,0,0,0,0,0,3,168,65,3174,9189,133107,13486,10808,0,0,0,0,0,0,0,0,0,2.907584883,-5.233812765
8366,53672,6296,0,3,0,2,2,8,0,0,0,6,50,32,0,365,682,1143,5509,12451,3518,20436,116,875,7585,0,0,0,-0.505793198,0.819484304
8367,49247,10708,0,0,0,2,2,10,0,0,0,4,68,45,100,499,6451,512,1491,1078,84,734,81,792,6511,1332,18412,10254,-2.284927694,3.768590896
8368,176611,10678,0,3,0,4,6,0,16,0,0,9,57,51,131,3655,9048,3864,9405,15077,4238,2518,754,9244,50955,45618,10632,10577,-0.44982548,2.921990181
8369,221941,8953,0,1,0,2,2,0,0,0,0,9,209,104,149,26355,37962,95465,5072,43834,851,4503,234,784,1067,3286,86,0,-5.140456625,0.379175802
8370,6313,2189,0,0,0,0,0,0,0,0,0,2,0,0,145,2500,1267,86,0,0,0,0,0,0,0,0,0,0,-2.198924648,-3.075739986
8371,11639,7233,0,0,0,2,2,0,0,0,0,5,2,2,549,4318,1800,99,769,106,42,67,49,84,550,0,0,0,-3.784638839,0.091713356
8372,286695,7057,2,1,2,2,2,2,0,0,0,11,283,98,25679,7469,96263,1067,12415,37601,2314,5067,1751,67050,363,0,0,0,2.524930395,1.058221438
8373,0,0,0,0,0,0,0,0,0,0,0,0,60,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.347219003,0.024306501
8374,52324,6678,0,0,0,2,2,0,0,0,0,5,39,25,183,3968,3551,951,1101,8255,25193,567,3819,1418,787,0,0,0,-1.739188167,-1.092691295
8375,1278924,2014,0,0,0,0,0,0,0,0,0,2,6,4,84,6961,10888,19,0,0,0,0,0,0,0,0,0,0,-7.566576728,-2.349092373
8376,63459,9300,0,1,0,2,2,0,0,0,0,5,6,5,551,4968,2049,2103,1609,2784,1616,3166,1584,1783,20354,1116,2217,16,-0.225598412,2.660912985
8377,55610,11975.4541,0,3,0,2,2,0,8,0,0,5,28,25,0,1977,1668,235,1394,1137,118,619,1617,382,3103,1070,24623,17107,-2.158679241,3.61983536
8378,103786,6719,0,1,0,2,2,0,0,0,0,7,24,15,2761,33710,24993,3596,6588,8980,767,2315,717,901,1356,0,0,0,-0.894353032,-3.417065109
8379,69510,2995,0,0,0,0,0,0,0,0,0,5,76,31,5401,24104,30755,1678,5589,0,0,0,0,0,0,0,0,0,-0.30331449,-4.3914852
8380,188413,9470,0,2,0,2,2,14,2,0,0,7,36,25,2632,4684,157833,5013,114,217,167,383,56,4113,2351,3698,468,400,2.615442027,-6.255876697
8381,16332,1594,0,0,0,0,0,0,0,0,0,2,18,5,212,650,2124,0,0,0,0,0,0,0,0,0,0,0,-2.570470043,-1.78623164
8382,6589,6957,0,1,0,2,0,0,0,0,0,9,0,0,785,130,668,1417,187,549,37,29,39,30,85,0,0,0,-4.555829695,3.464312115
8383,17405,8722,0,1,0,2,2,0,0,0,0,5,6,6,269,2566,685,2732,2352,1668,2339,697,67,67,233,616,2402,0,-3.225068934,0.934782097
8384,35567,7799,0,1,0,2,2,0,0,0,0,5,8,7,1367,2794,8742,1112,4271,5571,595,2248,488,1231,3397,413,0,0,-0.849531205,-0.487459956
8385,579661,6800,0,0,0,3,2,0,0,0,0,5,6,5,168,4374,251,2953,1421,1454,2202,215,1270,717,1556,0,0,0,-6.540633483,-2.938494557
8386,115118,9178,0,1,0,2,2,0,0,0,0,5,22,12,314,4492,2514,1454,3162,1500,1968,1600,928,3122,1276,8000,5880,1954,-4.396700592,-0.591185447
8387,111083,9476,0,1,0,2,2,0,0,0,0,5,41,32,101,12598,33156,397,2639,1088,74,1360,7418,21,4639,740,39,22,0.12668147,-1.849336238
8388,125673,5276,1,0,2,1,0,0,0,0,0,6,136,57,80,1242,98523,9937,2561,9160,2578,1281,22,0,0,0,0,0,3.409516448,-5.232332758
8389,41067,10198,0,1,0,2,2,0,0,0,0,5,9,7,862,4070,4667,2099,7234,3716,183,6884,732,7334,183,950,1983,85,-1.543317721,0.546425699
8390,52154,7762,0,1,0,2,2,0,0,0,0,5,54,22,273,3094,2984,3600,898,29268,648,99,934,8121,929,52,0,0,-1.218993768,1.195356684
8391,419506,12235,1,1,2,2,2,0,0,0,0,5,105,37,1436,12362,51912,618,12576,6856,6706,1280,1940,2490,1382,3002,866,2408,-2.875825245,-1.959516973
8392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.285876127,-1.071355619
8393,714943,4054,0,1,0,2,2,0,0,0,0,5,2,2,131,833,591,0,111,131,0,0,0,0,0,0,0,0,-7.134240242,-3.347001134
8394,36504,2098,0,0,0,0,0,0,0,0,0,2,93,33,1998,8344,20778,418,0,0,0,0,0,0,0,0,0,0,0.49165658,-4.492700729
8395,48317,7200,2,0,0,2,2,2,0,0,0,5,62,39,324,7590,26567,399,2536,2288,77,632,300,50,884,0,0,0,0.97041843,-3.30791979
8396,23222,6597,0,0,0,2,2,4,0,0,0,5,44,38,99,735,316,584,620,349,603,8883,65,871,48,0,0,0,-0.668476273,1.140878535
8397,193866,9471,0,2,0,2,2,0,6,0,1,5,15,14,288,5234,2516,1882,2252,3050,2082,6350,1268,4218,121210,11886,29338,1136,-0.849401615,4.644890335
8398,12169,5555,0,0,0,2,2,0,0,0,0,5,6,6,592,3425,2150,1667,1116,984,418,882,371,0,0,0,0,0,-2.717930394,-0.673185729
8399,166131,4917,5,0,2,1,0,0,0,0,0,5,219,115,5656,31621,84009,13190,19560,8638,2316,223,0,0,0,0,0,0,0.929763253,-3.21545436
8400,126730,9648,0,1,0,2,2,0,0,0,0,5,112,47,548,28882,68228,3218,2350,4066,1718,800,8366,1198,1834,1768,634,2548,0.597205912,-4.088764246
8401,4547387,5536,0,0,0,2,2,0,0,0,0,5,6,6,133,2000,2319,914,2549,2285,431,385,52,0,0,0,0,0,-7.490400701,-4.325325361
8402,6024,5429,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2788,592,2552,60,0,0,0,0,0,-3.481841712,2.747122885
8403,28542,5099,0,0,0,0,0,0,0,0,0,4,15,9,1124,3384,7039,9408,3486,2816,519,719,0,0,0,0,0,0,-2.21500377,-1.53754823
8404,147378,10021,1,1,0,2,2,2,0,0,0,9,133,39,590,3072,84756,4424,12112,16770,2302,4732,535,1384,7516,2316,1650,767,3.498926704,-2.018587086
8405,321703,7490,0,3,0,2,2,0,0,0,0,5,136,108,460,15081,15951,2383,14417,9018,806,1106,7749,3193,433,0,0,0,-4.398418063,-1.810229791
8406,317841,10759,1,1,0,2,2,0,0,0,0,5,131,65,149,6435,56797,2732,3386,13280,1084,3233,1716,1384,25583,6182,619,3165,-0.677290023,-0.161089389
8407,89901,7599,0,1,0,4,2,0,0,0,0,10,109,78,2998,7584,33619,10366,6332,14568,2184,2049,1333,1585,4700,1667,0,0,1.141927134,-1.150207945
8408,29149,7160,0,1,0,2,2,0,0,0,0,5,7,7,900,2649,4372,3429,1255,1195,767,1408,358,767,1433,0,0,0,-1.990400453,-0.429920812
8409,79462,8884,0,1,0,2,2,0,0,0,0,5,57,34,114,6456,36196,666,4030,3512,592,16924,100,3950,918,884,68,0,1.378911266,-0.666414188
8410,1770669,10629,0,1,0,2,2,0,0,0,0,7,47,31,181,1688,30997,4056,389,765,1685,81,1351,236,9003,1268,768,818,-7.248318034,-1.376005004
8411,567928,10206,8,2,2,6,6,22,42,121,2,5,578,241,486,19980,1056,100278,27800,29668,1398,1366,5832,520,146836,41196,112366,56662,-5.285743466,2.623540888
8412,16942,3546,0,0,0,0,0,0,0,0,0,2,0,0,1568,2543,3739,5166,3698,45,0,0,0,0,0,0,0,0,-1.989395719,-1.725876492
8413,656563,9702,0,1,0,4,4,0,0,0,0,6,34,31,215,3501,5184,533,501,2293,284,1350,1299,751,1135,1266,346,10454,-6.490791778,-2.554433635
8414,208967,8041.600098,0,2,0,2,2,0,2,0,0,7,172,57,432,3681,148486,6127,10632,11714,2700,1649,2235,1816,5616,9684,0,0,3.798272992,-4.296944955
8415,36391,5750,0,2,0,2,2,2,0,0,0,5,24,11,933,3549,5067,2548,7652,5782,1452,2117,5197,117,0,0,0,0,-0.752079129,-0.554183043
8416,22481,1538,0,0,0,0,0,0,0,0,0,1,35,9,805,11170,5368,0,0,0,0,0,0,0,0,0,0,0,-1.091737703,-4.828490656
8417,0,0,0,0,0,0,0,0,0,0,0,0,19,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.628295344,1.13784967
8418,93695,6099,0,1,0,1,0,0,0,0,0,5,123,61,332,15103,9319,31022,8756,9718,633,6483,1916,2129,0,0,0,0,-4.372018987,0.154395071
8419,274602,9255.200195,17,4,2,4,8,16,20,189,3,5,184,79,1078,17942,98514,10690,6734,12364,2166,2768,37120,3130,24062,43816,13368,68,2.065169835,0.228027688
8420,74580,1595,0,0,0,0,0,0,0,0,0,1,72,5,2237,3963,67823,0,0,0,0,0,0,0,0,0,0,0,1.585600939,-6.710038346
8421,240486,9654,7,5,2,2,10,14,10,0,0,6,258,131,7819,1848,78492,8288,6151,11602,2065,46322,13618,512,20152,13384,29101,1100,0.795762989,-0.036053352
8422,15958,1435,0,0,0,0,0,0,0,0,0,1,39,22,1067,12991,921,0,0,0,0,0,0,0,0,0,0,0,-1.099787906,-6.494670577
8423,375599,30829,0,0,0,2,0,0,0,0,0,6,169,131,3930,218096,5033,5599,19398,63571,0,0,0,0,0,0,0,98,-2.103071289,-5.372698569
8424,89984,9131,2,1,0,2,2,8,0,0,0,5,53,39,132,3433,15819,1967,4067,9118,1834,5067,67,10685,28853,7268,867,0,0.49413498,2.072465243
8425,60391,8995,0,1,0,2,2,0,0,0,0,5,11,10,148,1135,1581,1734,385,2116,518,833,367,1633,434,464,635,0,-3.612563941,-0.583981225
8426,97130,1600,0,0,0,0,0,0,0,0,0,1,50,38,914,71967,9717,0,0,0,0,0,0,0,0,0,0,0,-1.237427968,-6.346288244
8427,0,0,0,0,0,0,0,0,0,0,0,0,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.019880222,-0.077801007
8428,34775,8780,0,1,0,2,2,0,0,0,0,5,6,6,334,3451,1500,3125,4269,3150,1335,1701,217,7070,3687,1985,2403,0,-2.016253139,1.030481487
8429,339698,9748,0,1,0,4,4,0,0,0,0,13,18,14,37803,3852,4544,4550,3517,10977,1876,1302,1251,299,6223,1898,963,247944,0.845249291,4.932873194
8430,158234,10443,1,1,2,2,2,0,0,0,0,7,122,48,6674,4378,74470,8100,14514,7304,682,6200,562,966,3984,2102,1822,1864,2.070123365,-1.817297915
8431,32116,6941,0,1,0,2,2,0,0,0,0,5,6,6,398,3702,8334,2418,4668,984,2988,1746,736,914,4056,0,0,0,-0.647408329,-0.347519127
8432,862284,9302,0,0,0,0,0,0,0,0,0,4,0,0,744995,548,102731,2126,0,37,0,0,0,0,47,28,9572,2181,-4.73712509,-5.68465757
8433,327697,8295,2,3,0,2,2,0,0,0,0,13,329,97,153,1609,142300,139717,1360,602,310,435,145,3608,4239,765,0,0,-0.584821416,-2.745987238
8434,85972,7786,0,1,0,2,2,0,0,0,0,13,30,27,2799,5667,20835,9669,9331,7953,7201,3984,8435,2150,3901,4034,0,0,0.141359304,-1.044436178
8435,140062,10260,0,1,0,2,2,0,0,0,0,7,141,71,1732,8896,44610,27570,7770,6170,516,5858,688,3532,2080,1218,1318,1486,-0.094942799,-2.028804837
8436,151280,11874,0,1,0,2,2,0,0,0,0,7,6,6,1267,1151,83,3959,2295,685,623,394,50,684,1074,1146,517,1135,-4.604835819,-1.677576131
8437,71166,7015,0,1,0,4,2,0,0,0,0,8,12,12,15763,4734,11315,3711,4433,11372,1779,877,1737,951,3584,0,0,0,-1.708931638,-2.186732566
8438,16435,3683,0,0,0,0,0,0,0,0,0,5,21,12,1017,1173,4613,836,868,7122,0,0,0,0,0,0,0,0,0.097922176,-0.150478508
8439,23775,1508,0,0,0,0,0,0,0,0,0,1,69,48,963,18398,668,0,0,0,0,0,0,0,0,0,0,0,-1.582598495,-6.810536425
8440,17679,10574,0,1,0,2,2,0,0,0,0,5,40,37,107,84,83,100,267,174,0,25,56,64,217,80,151,216,-3.713189451,2.576059942
8441,3301673,7347,0,0,0,2,2,0,0,0,0,5,6,6,312,3358,1950,342,4497,4670,467,409,65,428,1047,0,0,0,-7.570425634,-3.923957899
8442,60656,9322,0,1,0,6,6,0,0,0,0,13,34,32,2688,8336,4266,2612,3834,5672,3252,2406,816,1678,1266,624,546,710,-2.632799469,-0.528109535
8443,101101,10493,0,3,0,2,8,2,6,0,1,5,197,146,4260,3114,34065,5876,4523,7367,1802,2726,255,1261,9304,7898,14853,2549,1.104716666,-0.254509503
8444,319592,1460,0,0,0,0,0,0,0,0,0,1,65,51,9669,309602,199,0,0,0,0,0,0,0,0,0,0,0,-1.970839308,-7.887250252
8445,7589,9506,0,1,0,4,4,0,0,0,0,7,12,12,0,0,959,146,1833,505,299,394,157,957,265,566,284,1183,-4.413995514,4.015045683
8446,51660,11957,0,1,0,2,2,0,0,0,0,5,6,6,32,68,6966,80,4152,3342,38,70,958,1396,3304,14286,8102,8520,-1.735481679,2.711414222
8447,149469,10580,35,3,0,6,6,0,2,0,0,9,219,135,619,1700,8384,3518,2164,3316,1335,4317,1780,3502,3153,6980,1285,65383,-0.006089855,4.015512995
8448,70978,5235,0,0,0,0,0,0,0,0,0,6,44,32,224,1216,14678,2560,3048,42714,1108,790,0,0,0,0,0,0,-0.792787008,0.968707648
8449,133139,9416,0,3,0,2,2,2,0,0,0,5,81,57,11136,13313,35732,2036,1765,10400,3616,403,3130,533,4216,2252,550,1050,-0.365841277,-1.799926652
8450,198488,9614.400391,0,1,0,4,4,0,0,0,0,5,178,72,183,3467,151906,2566,6701,12072,750,4218,1215,1750,1150,2000,586,8799,3.860391638,-5.402554618
8451,149226,3078,0,0,0,0,0,0,0,0,0,3,3,1,426,368,364,1988,1558,0,0,0,0,0,0,0,0,0,-6.179542999,-2.362389281
8452,11838,3362,0,0,0,0,0,0,0,0,0,2,0,0,132,2706,2372,4274,582,12,0,0,0,0,0,0,0,0,-3.371706057,-1.128744059
8453,57039,9621,0,1,0,2,2,0,0,0,0,5,62,39,12435,15613,13501,449,1817,2534,583,1285,1085,780,2050,1600,617,84,-1.71395191,-3.417266113
8454,201214,6553,9,1,0,2,2,0,0,0,0,13,270,110,1401,13900,156582,8366,3268,1884,3900,716,84,967,334,0,0,0,2.229238008,-5.711766063
8455,25940,10798,0,1,0,2,2,0,0,0,0,4,6,5,967,2336,8672,117,3420,6077,565,180,400,467,900,483,419,566,-2.065559178,-1.004851037
8456,744325,6895,0,1,0,2,2,0,0,0,0,5,6,6,150,5000,3904,347,1299,725080,80,953,2180,3451,854,0,0,0,-2.824900547,3.433762124
8457,129458,1802,0,0,0,0,0,0,0,0,0,1,54,28,121094,3670,681,0,0,0,0,0,0,0,0,0,0,0,-4.408749819,-6.369771859
8458,33851,5553,0,1,0,2,2,0,0,0,0,5,6,6,295,1712,1767,2001,833,1849,551,466,551,0,0,0,0,0,-3.385826995,-0.435200169
8459,14664,1463,0,0,0,0,0,0,0,0,0,1,22,1,4126,5965,2877,0,0,0,0,0,0,0,0,0,0,0,-2.296416247,-4.452342477
8460,6026512,9016.5,0,1,0,2,2,0,0,0,0,5,6,6,1206,3412,9372,6684,5084,6870,1106,2430,698,9248,9536,980,398,0,-7.647493002,-3.948646439
8461,76603,5499,0,0,0,1,0,0,0,0,0,11,92,16,416,3150,61083,5518,3335,1933,98,985,52,0,0,0,0,0,2.56548032,-5.765237429
