,timeOnPage,maxDepth,isInTune,clean,playRiff,playReference,autotuneGuitar,playNotes,playBeats,beatDiff,vizMode,guitarState,currentFrequency,targetString,timeSect0,timeSect1,timeSect2,timeSect3,timeSect4,timeSect5,timeSect6,timeSect7,timeSect8,timeSect9,timeSect10,timeSect11,timeSect12,timeSect13,x,y
3422,1592056,3298,0,0,0,0,0,0,0,0,0,3,98,47,698,24472,34986,459,4674,0,0,0,0,0,0,0,0,0,-6.555567724,-1.594524296
3423,103835,9435,0,1,0,2,4,0,18,0,1,5,78,46,481,5299,18703,531,4838,26261,5440,2927,604,9912,5468,8098,861,98,-0.659046183,0.360437229
3424,7586,1333,0,0,0,0,0,0,0,0,0,1,0,0,530,5390,432,0,0,0,0,0,0,0,0,0,0,0,-1.477760071,-5.891844376
3425,88695,9464,1,1,2,2,2,2,0,0,0,5,85,34,1335,3308,48462,215,7630,6773,3911,1325,3784,797,7013,1803,917,50,2.780444841,-1.951092062
3426,17515,6525,0,0,0,2,2,0,0,0,0,5,16,7,93,2500,9140,66,1720,615,86,46,84,99,101,0,0,0,-0.22279769,-2.437032733
3427,105704,2070,0,0,0,0,0,0,0,0,0,3,0,0,180,2886,386,548,0,0,0,0,0,0,0,0,0,0,-5.314253822,-3.381613431
3428,2790816,6200,0,0,0,4,2,0,0,0,0,18,74,65,1361133,2068,36386,4593,1800,17994,783,4218,84,180,882,0,0,0,-4.129393182,-4.417029831
3429,29426,5260,0,0,0,0,0,0,0,0,0,6,6,6,616,4236,5330,1600,5367,5172,3368,1931,600,0,0,0,0,0,-1.270319836,-0.434001497
3430,0,0,0,0,0,0,0,0,0,0,0,0,33,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.582235288,0.978152426
3431,66584,3319,0,0,0,0,0,0,0,0,0,2,54,19,6020,6172,33610,466,5140,424,0,0,0,0,0,0,0,0,1.362671005,-2.961835706
3432,31228,9384,0,1,0,2,2,0,0,0,0,5,6,6,1164,3521,4144,2751,5762,3334,2584,2268,2034,885,1333,535,300,35,-2.056951273,0.229761191
3433,58691,6508,0,0,0,1,0,0,0,0,0,7,50,13,1032,4291,34367,2369,4267,1367,2947,1709,2349,107,2505,0,0,0,2.557960238,-2.994453672
3434,22014,5505,0,0,0,1,0,0,0,0,0,5,6,6,116,7315,4633,2452,2669,1030,271,113,150,0,0,0,0,0,-2.002235839,-2.529395667
3435,334576,4237,0,0,0,0,0,0,0,0,0,4,11,11,814,7337,2640,1147,2721,4323,0,0,0,0,0,0,0,0,-5.757319489,-2.550958439
3436,51013,17560,0,1,0,4,4,0,0,0,0,9,12,12,183,1517,1052,1316,1065,1637,369,600,1786,3685,1467,1720,616,33312,-0.985549262,4.874864206
3437,58987,10436,0,1,0,2,2,0,0,0,0,5,76,41,487,17808,31569,432,786,900,70,428,417,366,437,362,34,1685,0.043774267,-3.948719694
3438,86514,9502,0,10,0,2,2,50,20,0,2,5,62,51,83,1100,2519,47,11150,4847,5103,5265,2083,69,21095,22382,582,8217,-0.728168307,3.22577672
3439,1599872,3412,1,0,2,0,0,0,0,0,0,3,124,38,13804,1984,89594,8788,1483990,0,0,0,0,0,0,0,0,0,2.543759329,3.352960855
3440,222786,10018,1,8,2,4,2,10,6,0,0,19,253,81,131,985,152431,2585,13743,7735,2780,6615,2354,12494,6159,9888,767,751,3.86682596,-3.655284088
3441,14421,9054,1,1,0,2,2,0,0,0,0,5,12,11,150,567,115,84,184,969,46,834,36,33,67,2414,3520,0,-3.367034058,3.159071963
3442,32426,5017,0,0,0,0,0,0,0,0,0,7,3,2,817,1451,9049,1169,866,1472,148,1585,0,0,0,0,0,0,0.122080259,-1.353818988
3443,138615,3290,3,0,1,0,0,0,0,0,0,4,84,25,0,1982,130121,2343,4118,0,0,0,0,0,0,0,0,0,1.449722712,-7.170000081
3444,24152,10539,0,1,0,2,2,0,0,0,0,5,6,6,1093,2049,2850,1817,485,4381,821,147,1400,883,1137,113,133,1218,-3.154508755,1.343409596
3445,52295,2096,0,0,0,0,0,0,0,0,0,2,122,47,943,17086,26553,4168,0,0,0,0,0,0,0,0,0,0,0.074589703,-4.383422574
3446,1002103,11727,0,1,0,2,2,0,0,0,0,5,35,28,132,2979,532,2077,1807,1385,953462,1543,1123,1103,5108,10121,9672,10238,-2.423784518,-2.543218401
3447,45561,8898,0,1,0,2,2,0,0,0,0,5,48,38,1362,2133,19577,3009,3145,5026,1349,2830,2985,1800,627,173,807,0,0.940033411,-1.777590604
3448,167003,8895,0,1,0,2,2,0,0,0,0,5,97,89,147,17984,3416,1636,5566,22500,5750,1551,750,983,6485,814,568,0,-3.17348553,-1.057853475
3449,6510,1415,0,0,0,0,0,0,0,0,0,1,4,1,707,1284,3183,0,0,0,0,0,0,0,0,0,0,0,-0.055018686,-3.477751027
3450,144005,6010,0,0,0,1,0,0,0,0,0,5,77,39,456,2448,2501,104,2481,35184,137,1322,1024,133,0,0,0,0,-1.552985642,0.63342753
3451,66518,10047,0,1,0,2,2,0,0,0,0,5,39,7,117,3134,34013,1486,13595,850,1883,817,1018,1352,833,1786,699,4290,1.268552221,-2.374553261
3452,59841,6499,0,0,0,3,2,0,0,0,0,7,28,10,3049,5547,3470,6483,1217,4068,3266,2232,2068,14186,11650,0,0,0,0.175361533,2.148394677
3453,18748,11998,0,1,0,2,2,0,0,0,0,5,6,6,265,1285,1236,549,1318,1235,83,1017,701,467,2335,936,883,1001,-3.359119117,2.684116087
3454,2305,12496,0,1,0,2,2,0,0,0,0,5,6,6,0,0,0,35,266,152,66,68,66,66,133,150,101,1110,-3.900428788,5.628110916
3455,10772,8397,0,0,0,2,2,2,0,0,0,4,9,8,0,0,0,199,833,952,482,185,1001,99,802,3085,585,0,-3.610564664,3.529269232
3456,897552,12621,2,1,0,4,2,0,0,0,0,9,106,57,2020,365,185,282,432,403,251,400,299,268,1418,3604,682,886879,1.573274197,5.351361443
3457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.762220538,-0.479380422
3458,52935,11856,0,1,0,2,10,0,0,0,1,5,48,43,130,3617,182,8270,1725,747,173,931,649,176,1625,2881,2523,25690,-0.783758913,4.291886273
3459,261195,8898,0,1,0,2,2,0,0,0,0,5,144,92,133,88342,32213,499,5718,12353,18157,8871,2082,585,4935,2100,184,0,-2.146645769,-3.596245181
3460,164379,10800,3,1,2,4,4,0,0,0,0,12,212,102,7418,11367,100631,16892,1510,14942,100,885,1419,1717,1469,951,1400,2938,3.197467133,-3.094347705
3461,102595,7259.333496,1,1,2,1,0,0,0,0,0,5,107,43,1181,6054,2342,67314,13384,3569,599,557,2714,2034,1814,0,0,0,-7.195209451,0.738569812
3462,421666,8035,0,2,0,2,2,12,6,0,0,5,18,16,94,57761,13520,3592,4140,2935,2115,1145,3682,22728,25701,5981,0,0,-3.517807779,-2.687564619
3463,34363,1660,0,0,0,0,0,0,0,0,0,1,46,28,1359,11619,13887,0,0,0,0,0,0,0,0,0,0,0,-0.269872786,-4.253821454
3464,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.829089799,0.306657478
3465,452494,4064,0,0,0,0,0,0,0,0,0,3,92,58,843,18659,31261,10237,3271,6579,0,0,0,0,0,0,0,0,-4.039692287,-1.637854306
3466,14056,1696,0,0,0,0,0,0,0,0,0,1,49,13,281,2522,1276,0,0,0,0,0,0,0,0,0,0,0,-2.549085787,-2.612494848
3467,124709,7196,2,0,2,1,0,0,0,0,0,10,156,72,0,0,41,59280,4277,25499,17958,2266,1370,1300,11409,0,0,0,-6.050292428,1.232379909
3468,128792,2480,0,0,0,0,0,0,0,0,0,4,0,0,82,2952,17598,1492,466,0,0,0,0,0,0,0,0,0,-2.578382946,-2.038709069
3469,137476,12483,0,1,0,4,6,0,0,0,0,11,2,1,34,1100,784,688,37356,39652,13744,1188,468,648,2714,14454,1810,10126,-1.006124417,0.250219567
3470,22543,9899.200195,0,1,0,2,2,0,0,0,0,5,6,6,998,4370,735,3053,3268,1519,489,696,616,854,1535,2148,1269,835,-2.867106446,0.90198927
3471,2243104,10070,3,1,2,6,6,0,0,0,0,19,168,54,1574520,3455,122946,40554,5251,3698,420723,948,1579,2893,1166,1001,817,1350,-4.902219975,-5.457109335
3472,19964919,10742,0,5,0,8,10,14,4,0,1,17,472,263,10482,6984,9729,9023,11477,12568,4688,66452,2002,122226,20616,10052867,11551,749465,-0.558822421,3.825296245
3473,10885,3061,0,0,0,0,0,0,0,0,0,2,0,0,1057,3820,1956,2249,755,0,0,0,0,0,0,0,0,0,-2.538489317,-2.018499364
3474,35691,2114,0,0,0,0,0,0,0,0,0,4,49,46,199,1125,693,14966,0,0,0,0,0,0,0,0,0,0,-5.817754057,1.125631238
3475,26996,7804,0,1,0,2,2,0,0,0,0,5,6,6,198,4622,1310,1052,2682,1172,944,2940,216,2168,3284,252,0,0,-2.075607487,0.995976726
3476,357093,7148,4,1,2,4,2,10,0,0,0,17,187,45,5272,71540,130261,18379,9629,50957,10497,2348,21449,22586,14039,0,0,0,0.238357457,-2.21938458
3477,127768,10058,0,3,0,2,2,8,8,0,0,5,197,86,782,3534,5500,1800,1740,3512,750,2318,100,1608,4948,10458,1050,1150,-3.863945456,-0.360176714
3478,102430,4945,1,0,1,0,0,0,0,0,0,4,116,33,150,5754,75804,312,9262,1156,214,98,0,0,0,0,0,0,3.297232473,-4.988865292
3479,77341,2100,0,0,0,0,0,0,0,0,0,2,95,60,428,920,384,550,0,0,0,0,0,0,0,0,0,0,-5.719938313,-2.965297849
3480,56646,10820,0,1,0,2,2,0,0,0,0,5,38,16,365,4739,28495,1789,3032,4425,112,782,1950,2205,448,711,779,2501,1.185668095,-2.671780407
3481,278634,9466,7,1,2,4,4,0,0,0,0,5,187,62,1406,4466,91408,566,11034,18108,1908,714,1830,42782,2496,3554,3466,316,2.182580165,0.755107085
3482,16521,8726,0,2,0,0,0,8,4,0,0,0,8,5,0,0,0,0,0,0,0,0,2032,1182,6232,6934,54,0,-1.615457406,3.632908296
3483,11610,6910,0,1,0,2,2,0,0,0,0,5,2,2,114,232,258,183,184,100,51,107,91,12,36,0,0,0,-3.688199362,2.67813649
3484,152672,4525,1,0,2,0,0,0,0,0,0,6,232,94,602,1948,107485,750,6015,23150,1403,0,0,0,0,0,0,0,4.563630225,-3.482911007
3485,36957,900,0,0,0,0,0,0,0,0,0,0,0,0,1369,5098,0,0,0,0,0,0,0,0,0,0,0,0,-3.902088197,-3.16826736
3486,96147115,9442,2,1,2,2,6,12,22,144,0,5,190,68,835,11097,65677,201,15677,31500,3343,1136,61908,194,25719,53346,7953,51,-7.656049841,-5.048165466
3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.263193664,-0.618221611
3488,50703,1336,0,0,0,0,0,0,0,0,0,1,121,73,203,18023,818,0,0,0,0,0,0,0,0,0,0,0,-2.985759945,-4.446430734
3489,0,0,0,0,0,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.635121981,1.857702129
3490,197026,8927,7,3,2,2,4,12,0,0,0,7,174,84,328,16072,67424,15970,5944,8436,2376,5212,33266,21086,13034,1250,1100,0,2.602881416,0.029818574
3491,246138,7900,0,1,0,2,2,0,0,0,0,5,195,76,9019,18960,128683,7963,10449,8248,8067,26651,729,1919,1930,851,0,0,2.275701891,-2.375072168
3492,10638806,10663,24,5,2,2,6,18,20,0,2,5,493,220,464,10042952,92320,1826,10878,42902,31370,540,9458,2556,79576,32448,38202,81586,-1.837160823,-8.290834476
3493,20406,1995,0,0,0,0,0,0,0,0,0,2,19,14,106,1052,16086,72,0,0,0,0,0,0,0,0,0,0,2.345443606,-5.575045662
3494,5380,1459,0,0,0,0,0,0,0,0,0,1,41,38,383,1554,567,0,0,0,0,0,0,0,0,0,0,0,-2.29982826,-2.807761103
3495,21832,5710,0,0,0,1,0,0,0,0,0,5,6,6,278,2815,3049,2017,2407,2886,554,1354,1037,99,0,0,0,0,-1.834169446,-0.360546099
3496,5841,3647,0,0,0,0,0,0,0,0,0,3,0,0,203,1834,1351,183,1851,84,0,0,0,0,0,0,0,0,-3.197154283,-0.616672089
3497,249396,8833,1,1,0,2,2,0,0,0,0,5,165,85,806,27988,72456,23818,29230,8862,1756,6354,1074,14348,24152,10472,414,0,0.484987574,-0.590304821
3498,37252,7327.5,0,1,0,2,2,0,0,0,0,5,15,15,1016,2500,3534,634,7900,11652,2200,3552,170,2050,712,20,0,0,-1.183465042,0.128672961
3499,352901,10273,5,5,2,6,8,12,20,0,2,15,460,264,13815,8320,69055,6400,17651,18755,3068,4448,1886,64593,21551,24836,90730,3767,0.7151803,1.255733359
3500,77678,10055,0,1,0,10,8,0,0,0,0,15,1,0,1210,934,35482,282,2038,2155,472,518,274,594,602,102,215,719,1.642461657,-2.138102849
3501,183961,10246,0,1,0,4,4,0,0,0,0,9,12,12,63,101,423,1452,109,796,29,34,461,369,518,794,701,1568,-4.929188339,-2.281975881
3502,31150,2391,0,0,0,0,0,0,0,0,0,3,51,33,203,1101,4601,1216,850,0,0,0,0,0,0,0,0,0,-2.158795768,-1.668863062
3503,171192,7663,1,1,2,2,2,0,0,0,0,7,118,51,134,3969,56168,2375,15963,9650,165,651,724,122,664,117,0,0,0.915217276,-1.343873128
3504,29382,9575,0,1,0,2,2,0,0,0,0,5,6,6,1830,4918,2598,1134,4916,1834,2472,814,2382,1982,2672,798,152,132,-2.208797055,0.606020893
3505,43792,10356,0,1,0,4,2,0,0,0,0,9,12,12,398,3542,4350,3945,9363,4124,1760,3873,1466,3227,1588,2229,689,1103,-1.473094269,0.546871551
3506,232486,12240,3,2,2,2,2,10,6,0,0,5,228,108,4533,1123,880,40988,10518,8268,12652,291,1659,2017,5562,61543,22858,52932,-4.47080635,2.069997624
3507,289800,5408,0,0,0,1,0,0,0,0,0,5,7,6,202,1582,2034,1450,8074,2618,187776,1160,160,0,0,0,0,0,-2.216165681,-1.989084479
3508,95348,6468,0,0,0,2,2,0,0,0,0,5,27,20,321,1666,26337,3510,4056,2705,454,2832,871,858,1157,0,0,0,0.502983917,-1.226374272
3509,87568,14935,0,1,0,2,2,0,0,0,0,5,84,56,1500,1966,467,17151,1450,1150,502,2199,17467,434,2516,17301,6450,15435,-4.099750934,2.136200941
3510,159322,1717,0,0,0,0,0,0,0,0,0,1,45,29,88,24200,1036,0,0,0,0,0,0,0,0,0,0,0,-3.580259176,-3.451090532
3511,101160,12459,0,1,0,4,4,0,0,0,0,10,114,68,0,0,18669,1664,2775,4076,14192,165,121,163,3159,1287,518,1688,-1.195281153,-1.383472041
3512,207554,9358,2,2,2,2,2,6,4,0,0,7,173,64,1264,2400,81615,13538,12270,9091,3076,1466,23460,149,38285,5101,14215,153,2.244755367,0.04568499
3513,104224,1824,0,0,0,0,0,0,0,0,0,2,149,115,412,46484,4766,138,0,0,0,0,0,0,0,0,0,0,-2.783201318,-5.02506462
3514,40405,9501,1,1,0,2,2,0,0,0,0,5,78,57,719,972,770,1039,1491,17723,1826,2296,2195,201,1373,8077,735,102,-1.243749385,1.035932359
3515,94253,5481,0,0,0,2,0,0,0,0,0,9,66,42,2050,15811,54490,231,4519,4017,7587,2247,3270,0,0,0,0,0,1.713560054,-3.566781789
3516,144805,9980,0,1,0,2,2,0,0,0,0,7,197,121,117,11666,69594,836,14435,14749,3047,1084,1917,1750,2603,980,999,551,1.674369278,-1.882816706
3517,38783,8680,0,1,0,2,2,0,0,0,0,5,6,5,116,3887,2291,3917,3331,1711,2167,2534,1668,2969,7187,5218,69,0,-1.557423448,1.762480498
3518,6416,3051,0,0,0,0,0,0,0,0,0,3,0,0,1056,1333,1536,567,906,0,0,0,0,0,0,0,0,0,-3.165379137,-0.384884365
3519,51223,9488,0,1,0,4,4,0,0,0,0,7,32,21,0,0,26088,88,6181,3402,3380,2183,1215,1508,2537,2904,1142,448,1.470990828,-2.394472299
3520,1464,2992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1405,0,0,0,0,0,0,0,0,0,-4.102216523,4.15157734
3521,82618,9976,0,1,0,2,2,0,4,0,0,5,50,25,144,2192,29879,231,4167,11306,4447,1822,1508,8121,5867,7263,1595,705,1.594827275,-0.191457076
3522,125677,5027,0,0,0,0,0,0,0,0,0,9,63,45,9839,35137,58695,15181,2089,313,171,229,0,0,0,0,0,0,-0.115743036,-3.935084472
3523,45818,9796,0,1,0,2,2,0,0,0,0,5,7,7,782,4264,1718,1150,3202,4014,1418,886,482,1334,19228,3182,2586,302,-0.542509831,3.26984796
3524,42918,9327,0,1,0,2,2,0,0,0,0,5,6,6,560,5759,8240,4908,6704,3494,1466,3013,3455,133,1919,1498,1745,0,-1.539488864,-0.468211224
3525,38066,4086.399902,0,0,0,0,0,0,0,0,0,4,15,7,730,3500,12134,4233,6216,5867,0,0,0,0,0,0,0,0,-0.188676813,-1.662260439
3526,211602,6866,3,0,2,2,2,0,0,0,0,5,189,80,666,42700,82016,1132,16362,49524,456,3342,6502,368,6180,0,0,0,0.117002909,-1.896228398
3527,84382,10200,0,1,0,2,2,0,0,0,0,5,10,9,450,1999,10802,3117,3201,1234,65,851,433,133,1668,583,433,768,-2.710865744,-1.52730238
3528,19862,6402,0,0,0,2,0,0,0,0,0,6,29,28,2266,48,6852,1460,200,738,520,1044,282,324,934,0,0,0,-1.094995255,-1.677741864
3529,41295,5559,0,0,0,2,2,0,0,0,0,7,33,29,596,2786,10564,2036,9592,7041,5856,834,1255,0,0,0,0,0,-0.314131542,-0.893097146
3530,488393,8818.400391,2,1,2,6,6,10,22,145,1,5,326,119,315,4850,241869,8300,15351,15633,3183,2832,80968,16918,25017,49248,11337,0,3.640969445,-0.455927684
3531,268607,12210,0,1,0,2,2,0,0,0,0,7,44,35,151,21949,777,2402,751,1703,437,744,572,30,2455,512,1302,2204,-4.393597583,-2.900326627
3532,14610,12348,0,0,0,0,2,0,0,0,0,0,22,17,0,0,0,0,0,0,0,0,0,0,0,0,0,14551,-2.262179948,4.960564055
3533,89802,6480,0,0,0,2,2,0,0,0,0,5,52,38,17139,20355,11599,615,4719,1968,68,1799,203,1125,119,0,0,0,-2.248829628,-3.487418099
3534,807462,11459,0,1,0,3,6,0,0,0,0,5,28,15,716,76846,7316,1772,6326,9336,998,2884,1490,3800,16562,59330,33854,581496,0.75139251,4.751026119
3535,1288124,2031,0,0,0,0,0,0,0,0,0,2,0,0,164,934,514,1432,0,0,0,0,0,0,0,0,0,0,-7.140363301,-4.113259403
3536,19790,5249,0,0,0,2,2,0,0,0,0,5,6,5,709,6856,2100,1557,2649,964,658,1841,0,0,0,0,0,0,-2.402481684,-2.083958656
3537,19082,635.333313,0,0,0,0,0,0,0,0,0,0,46,33,1283,10200,0,0,0,0,0,0,0,0,0,0,0,0,-2.667420685,-5.567643284
3538,54592,2614.666748,0,0,0,0,0,0,0,0,0,3,71,11,0,4449,41488,6131,2500,0,0,0,0,0,0,0,0,0,2.164672674,-5.047839717
3539,19881,3719,0,0,0,0,0,0,0,0,0,3,38,32,415,3955,5882,2615,2577,251,0,0,0,0,0,0,0,0,-0.966647864,-2.396652555
3540,48052,9364,0,1,0,2,2,0,0,0,0,5,40,20,782,5102,18648,4782,2302,4984,1766,752,1568,798,2016,1700,1434,68,0.245114194,-1.728241653
3541,151761,7442,0,6,0,8,4,14,2,0,0,21,162,85,5181,9456,46306,5862,5521,10854,1918,2969,32365,491,28891,566,0,0,2.504282656,0.695945278
3542,252586,9200,0,3,0,2,2,10,6,0,0,5,16,13,397,566,1470,2031,803,1134,533,818,733,751,3087,2516,2486,18716,-5.351835225,-0.928949213
3543,369784,9634,2,3,2,8,8,2,0,0,0,21,319,156,3595,10349,129170,24132,7858,16449,2692,3647,62372,8130,5408,2068,1105,62912,2.026181566,-0.125466427
3544,4089532,10203,0,1,0,2,2,0,0,0,0,5,6,6,182,1533,2817,717,1667,5434,98,2336,69,132,4027956,7123,2885,921,-1.960157019,6.034955923
3545,120034,3121,1,0,2,0,0,0,0,0,0,5,84,23,1216,11102,79546,18856,4522,0,0,0,0,0,0,0,0,0,1.935608351,-4.4534396
3546,20968,9356,0,1,0,2,2,0,0,0,0,2,6,6,0,0,0,0,0,2034,4336,916,1034,732,4268,1834,1484,770,-2.671455319,2.264218847
3547,12228,4875,0,0,0,0,0,0,0,0,0,4,18,17,978,4451,984,767,1251,1230,318,484,0,0,0,0,0,0,-2.86951851,-1.7362672
3548,10935,7282,0,1,0,2,2,0,0,0,0,5,6,6,73,2027,100,1000,1467,802,831,100,1320,83,2081,0,0,0,-3.73380728,2.166116978
3549,162114,6261,1,1,2,2,2,0,0,0,0,7,137,57,994,15977,63216,10038,6815,20234,1084,1200,833,666,17,0,0,0,0.969198966,-1.284565931
3550,3366,9080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,363,419,97,234,100,150,567,383,951,0,-4.157908605,5.110655216
3551,68716,2620,0,0,0,0,0,0,0,0,0,3,85,11,687,5633,55073,3100,784,0,0,0,0,0,0,0,0,0,1.9549754,-5.975318716
3552,1646852,1682,0,0,0,0,0,0,0,0,0,1,42,21,77,18946,18857,0,0,0,0,0,0,0,0,0,0,0,-7.095543372,-2.241128462
3553,39656,9017,0,1,0,2,2,4,0,0,0,4,26,15,0,0,26581,410,1158,1969,814,71,839,90,6512,555,586,0,2.279085338,-4.036878755
3554,147849,4800,0,0,0,0,0,0,0,0,0,9,108,79,9232,3317,22283,8183,45798,2666,2518,3616,0,0,0,0,0,0,-0.719584373,-0.702037283
3555,131374,5707,0,0,0,1,0,0,0,0,0,5,6,6,236,1234,562,1462,1128,1690,412,504,1198,404,0,0,0,0,-5.224974422,-2.351570517
3556,217944,4895,3,0,2,0,0,0,0,0,0,4,235,92,264,9456,147584,3894,21822,16868,1164,200,0,0,0,0,0,0,3.953341996,-3.772501189
3557,57670,6030.450195,0,0,0,4,2,0,0,0,0,9,42,24,2052,12970,22406,774,4698,2672,3210,1740,2816,800,0,0,0,0,0.083697985,-2.989077149
3558,140190,1956,1,0,0,0,0,0,0,0,0,2,160,71,183,41292,96972,269,0,0,0,0,0,0,0,0,0,0,-0.004715134,-5.005162669
3559,81434,10637,8,1,0,4,4,0,0,0,0,6,46,30,680,5574,5422,2686,6172,13616,2690,3866,1942,3984,7042,8310,2254,16468,-1.371524856,1.954348672
3560,12312,1816,0,0,0,0,0,0,0,0,0,2,3,2,180,6054,3186,36,0,0,0,0,0,0,0,0,0,0,-1.091036226,-4.649819366
3561,281778,8396,0,3,0,2,2,10,4,0,1,5,99,48,2580,8370,8146,9554,25583,11285,18503,11203,30768,30285,67344,25586,30689,0,-0.471831996,1.873996488
3562,111821,7177,0,1,0,2,2,0,0,0,0,5,6,5,115,2157,3464,60,2494,1400,84,2106,836,66,988,0,0,0,-4.741313173,-1.884417719
3563,17234,10488,0,1,0,2,2,0,0,0,0,4,7,7,1714,2614,2784,1632,1290,640,872,120,92,712,786,526,754,902,-3.521640291,1.804619601
3564,40596,10650,0,3,0,2,4,0,0,0,0,7,10,10,3316,800,17431,587,1416,635,50,65,2163,4821,102,946,298,1071,0.141539505,-2.502234843
3565,227578,9403,0,5,0,2,4,10,18,0,0,8,220,90,2612,4632,87974,1020,8766,8584,3702,9534,12190,15984,8496,26266,32780,3426,1.901986825,0.181085421
3566,26340,4446,0,0,0,0,0,0,0,0,0,7,2,1,48,3044,10006,3188,4068,5000,934,0,0,0,0,0,0,0,0.193413637,-1.71006695
3567,65774,1086,0,0,0,0,0,0,0,0,0,0,8,4,760,60466,300,0,0,0,0,0,0,0,0,0,0,0,-1.376758389,-8.030275396
3568,146093,7267,5,1,2,2,2,0,0,0,0,9,135,43,13933,21097,78665,5949,10983,10584,1483,1133,1266,668,285,0,0,0,1.44744575,-3.009595088
3569,187218,10837,20,1,0,4,4,0,0,0,0,8,45,22,324,2584,4264,5100,3872,16762,978,3180,9704,3132,13036,27612,25280,37492,-1.637595593,2.891626108
3570,187187,9968,1,1,2,12,10,0,0,0,0,25,254,135,2422,21743,97398,12422,7334,3587,858,1716,670,1044,6660,1495,1397,3489,1.700319135,-2.895230055
3571,23395,7498,0,1,0,2,2,0,0,0,0,5,6,6,816,1467,1850,2632,3467,2251,649,2317,1050,1134,2283,419,0,0,-2.179959584,0.924986434
3572,195090,10194,0,3,0,2,2,4,8,0,0,7,181,59,1683,1398,68724,2986,865,17081,2251,1617,717,58812,7580,12016,966,967,2.666286991,1.687708663
3573,12628,9846,0,1,0,2,4,0,0,0,1,5,6,6,194,1266,55,733,629,337,0,450,0,413,69,2438,2960,1250,-3.669566668,3.387929445
3574,44106,9431,0,1,0,2,2,0,0,0,0,5,6,6,0,4896,4154,1628,3337,3169,3109,1406,1583,1700,2716,11120,1405,172,-1.807218353,2.131722635
3575,127929,9462,0,1,0,2,2,0,0,0,0,7,24,18,8339,5085,24486,6267,18937,10618,3917,1617,6001,1650,25037,13220,1298,369,0.107525297,0.760631621
3576,42958,4757,0,0,0,0,0,0,0,0,0,7,6,6,113,5905,9384,4237,6993,7946,217,1068,0,0,0,0,0,0,-0.803644234,-0.939481432
3577,18440,4899.200195,0,0,0,2,0,0,0,0,0,9,12,11,685,6693,2481,1631,3569,846,736,709,0,0,0,0,0,0,-2.056736534,-2.213367108
3578,4883902,8728,0,1,0,2,2,0,0,0,0,5,45,11,650,5362,1645230,4046,4664,10454,1920,1138,644,1000,3916,9220,488,0,0.938420744,-1.207889142
3579,55026,8324,0,2,0,2,2,26,4,0,0,5,108,80,820,1716,7430,1018,3568,4374,480,1114,2720,622,6526,13464,0,0,-0.594561849,2.023641337
3580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.188315911,-0.116544646
3581,90761,9465,0,1,0,2,2,0,0,0,0,5,22,14,893,3999,12962,3083,1349,5033,616,339,677,601,601,399,168,84,-2.25447155,-1.167983376
3582,16165,4601,0,0,0,2,2,0,0,0,0,5,6,6,603,2150,4563,2639,1816,1257,841,0,0,0,0,0,0,0,-1.374161963,-1.639159927
3583,154203,12898,15,3,0,2,2,2,8,0,0,5,118,41,1655,13165,1370,23889,2607,3876,8570,769,1670,4043,2689,41047,4795,35668,-4.442381032,2.379125499
3584,70908,6804,0,1,0,2,2,0,0,0,0,5,50,29,132,9522,27800,5740,8655,2965,684,1399,668,1502,603,0,0,0,0.514961274,-2.225205444
3585,36372,4896,0,0,0,0,0,0,0,0,0,7,21,15,22468,1683,7433,950,1718,281,119,415,0,0,0,0,0,0,-3.428623524,-4.733036057
3586,202396,5423,2,1,2,4,0,0,0,0,0,14,253,113,1516,13286,122812,8582,16996,28088,3178,2164,5316,0,0,0,0,0,3.824856544,-2.352353278
3587,74234,9043,1,1,0,2,2,0,0,0,0,5,16,11,148,1279,223,1564,1547,3766,149,8338,65,140,3261,200,10419,0,-3.396779725,0.420175784
3588,32224,2900,0,0,0,0,0,0,0,0,0,4,59,35,2323,7011,2060,2831,15090,0,0,0,0,0,0,0,0,0,-0.549521753,-0.436453769
3589,2036,2599,0,0,0,0,0,0,0,0,0,1,19,11,63,292,390,445,826,0,0,0,0,0,0,0,0,0,-4.480116725,3.571927491
3590,369055,7303,7,1,2,2,2,16,0,0,0,7,283,104,116,19003,105614,19853,22336,6102,4583,4434,112132,150,68909,50,0,0,2.854270615,0.797530339
3591,638680,10265,0,3,0,2,4,0,0,0,0,9,25,15,2599,8039,29827,6171,8150,4020,714,516,1367,4749,2317,1298,785,360241,0.476806433,4.580571124
